"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"id","Geographic Area Name","Estimate!!Total!!Citizens 18 years and over","Margin of Error!!Total!!Citizens 18 years and over","Estimate!!Total!!Citizens 18 years and over!!AGE!!18 to 29 years","Margin of Error!!Total!!Citizens 18 years and over!!AGE!!18 to 29 years","Estimate!!Total!!Citizens 18 years and over!!AGE!!30 to 44 years","Margin of Error!!Total!!Citizens 18 years and over!!AGE!!30 to 44 years","Estimate!!Total!!Citizens 18 years and over!!AGE!!45 to 64 years","Margin of Error!!Total!!Citizens 18 years and over!!AGE!!45 to 64 years","Estimate!!Total!!Citizens 18 years and over!!AGE!!65 years and over","Margin of Error!!Total!!Citizens 18 years and over!!AGE!!65 years and over","Estimate!!Total!!Citizens 18 years and over!!SEX!!Male","Margin of Error!!Total!!Citizens 18 years and over!!SEX!!Male","Estimate!!Total!!Citizens 18 years and over!!SEX!!Female","Margin of Error!!Total!!Citizens 18 years and over!!SEX!!Female","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Black or African American alone","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Black or African American alone","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Asian alone","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Asian alone","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!American Indian and Alaska Native alone","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!American Indian and Alaska Native alone","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Some Other Race alone","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Some Other Race alone","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Two or More Races","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Two or More Races","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Hispanic or Latino","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Hispanic or Latino","Estimate!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone, Not Hispanic or Latino","Margin of Error!!Total!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone, Not Hispanic or Latino","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Less than 9th grade","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Less than 9th grade","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Some college, no degree","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Some college, no degree","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Associate's degree","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Associate's degree","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school degree or higher","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school degree or higher","Estimate!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher","Margin of Error!!Total!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher","Estimate!!Total!!Citizens 18 years and over!!POVERTY STATUS!!Total Citizens, 18 years and older, for whom poverty status is determined","Margin of Error!!Total!!Citizens 18 years and over!!POVERTY STATUS!!Total Citizens, 18 years and older, for whom poverty status is determined","Estimate!!Total!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months below poverty level","Margin of Error!!Total!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months below poverty level","Estimate!!Total!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months at or above the poverty level","Margin of Error!!Total!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months at or above the poverty level","Estimate!!Total!!Citizens 18 years and over!!HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median Household Income for Households with a Citizen, Voting-Age Householder","Margin of Error!!Total!!Citizens 18 years and over!!HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median Household Income for Households with a Citizen, Voting-Age Householder","Estimate!!Percent!!Citizens 18 years and over","Margin of Error!!Percent!!Citizens 18 years and over","Estimate!!Percent!!Citizens 18 years and over!!AGE!!18 to 29 years","Margin of Error!!Percent!!Citizens 18 years and over!!AGE!!18 to 29 years","Estimate!!Percent!!Citizens 18 years and over!!AGE!!30 to 44 years","Margin of Error!!Percent!!Citizens 18 years and over!!AGE!!30 to 44 years","Estimate!!Percent!!Citizens 18 years and over!!AGE!!45 to 64 years","Margin of Error!!Percent!!Citizens 18 years and over!!AGE!!45 to 64 years","Estimate!!Percent!!Citizens 18 years and over!!AGE!!65 years and over","Margin of Error!!Percent!!Citizens 18 years and over!!AGE!!65 years and over","Estimate!!Percent!!Citizens 18 years and over!!SEX!!Male","Margin of Error!!Percent!!Citizens 18 years and over!!SEX!!Male","Estimate!!Percent!!Citizens 18 years and over!!SEX!!Female","Margin of Error!!Percent!!Citizens 18 years and over!!SEX!!Female","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Black or African American alone","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Black or African American alone","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Asian alone","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Asian alone","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!American Indian and Alaska Native alone","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!American Indian and Alaska Native alone","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Some Other Race alone","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Some Other Race alone","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Two or More Races","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Two or More Races","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Hispanic or Latino","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!Hispanic or Latino","Estimate!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone, Not Hispanic or Latino","Margin of Error!!Percent!!Citizens 18 years and over!!RACE AND HISPANIC ORIGIN!!White alone, Not Hispanic or Latino","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Less than 9th grade","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Less than 9th grade","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Some college, no degree","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Some college, no degree","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Associate's degree","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Associate's degree","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school degree or higher","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school degree or higher","Estimate!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher","Margin of Error!!Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher","Estimate!!Percent!!Citizens 18 years and over!!POVERTY STATUS!!Total Citizens, 18 years and older, for whom poverty status is determined","Margin of Error!!Percent!!Citizens 18 years and over!!POVERTY STATUS!!Total Citizens, 18 years and older, for whom poverty status is determined","Estimate!!Percent!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months below poverty level","Margin of Error!!Percent!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months below poverty level","Estimate!!Percent!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months at or above the poverty level","Margin of Error!!Percent!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months at or above the poverty level","Estimate!!Percent!!Citizens 18 years and over!!HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median Household Income for Households with a Citizen, Voting-Age Householder","Margin of Error!!Percent!!Citizens 18 years and over!!HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median Household Income for Households with a Citizen, Voting-Age Householder"
"314M500US3310048424","West Palm Beach-Boca Raton-Boynton Beach, FL Metro Division; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","1047506","8494","172383","4056","195429","4807","336431","4377","343263","2828","494887","4749","552619","5646","815180","7961","166518","4750","25021","2032","N","N","N","N","19354","3814","19463","2769","173685","5059","667444","4667","33303","3458","56236","3903","244458","10588","219675","8805","101634","5797","239364","8124","152836","6779","957967","8827","392200","10422","1031031","9104","93358","7213","937673","10961","70174","1772","(X)","(X)","16.5","0.3","18.7","0.4","32.1","0.3","32.8","0.3","47.2","0.3","52.8","0.3","77.8","0.5","15.9","0.4","2.4","0.2","N","N","N","N","1.8","0.4","1.9","0.3","16.6","0.4","63.7","0.5","3.2","0.3","5.4","0.4","23.3","0.9","21.0","0.8","9.7","0.5","22.9","0.8","14.6","0.7","91.5","0.5","37.4","1.0","(X)","(X)","9.1","0.7","90.9","0.7","(X)","(X)"
"314M500US3562035004","Nassau County-Suffolk County, NY Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area","2061893","8372","389768","4548","432234","5059","756333","4422","483558","2489","997955","5300","1063938","5213","1604678","10161","199340","5740","119602","4347","7635","2241","N","N","90299","8843","39877","4600","278319","7704","1434450","4744","53598","4444","84858","5516","494523","12290","381824","8693","186660","8381","486334","11440","374096","9362","1923437","10505","860430","11917","2031255","9179","99986","8596","1931269","12319","114560","2455","(X)","(X)","18.9","0.2","21.0","0.2","36.7","0.2","23.5","0.1","48.4","0.2","51.6","0.2","77.8","0.5","9.7","0.3","5.8","0.2","0.4","0.1","N","N","4.4","0.4","1.9","0.2","13.5","0.3","69.6","0.3","2.6","0.2","4.1","0.3","24.0","0.6","18.5","0.4","9.1","0.4","23.6","0.6","18.1","0.5","93.3","0.3","41.7","0.6","(X)","(X)","4.9","0.4","95.1","0.4","(X)","(X)"
"314M500US3562035084","Newark, NJ-PA Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area","1473248","9485","277530","3942","327956","5802","544699","4510","323063","2768","704392","5345","768856","6090","966864","8888","324330","5357","77542","3157","N","N","N","N","73868","6844","28005","3951","226318","7216","833836","4717","42989","3457","71134","5134","387433","9902","275349","8561","89044","4989","381450","11030","225849","7630","1359125","9012","607299","11607","1441479","9446","111522","7362","1329957","10766","87429","2219","(X)","(X)","18.8","0.2","22.3","0.3","37.0","0.2","21.9","0.2","47.8","0.2","52.2","0.2","65.6","0.5","22.0","0.3","5.3","0.2","N","N","N","N","5.0","0.5","1.9","0.3","15.4","0.4","56.6","0.4","2.9","0.2","4.8","0.3","26.3","0.6","18.7","0.6","6.0","0.3","25.9","0.8","15.3","0.5","92.3","0.4","41.2","0.8","(X)","(X)","7.7","0.5","92.3","0.5","(X)","(X)"
"314M500US3562035154","New Brunswick-Lakewood, NJ Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area","1695542","8044","315799","3832","350859","5075","612314","4022","416570","1996","816187","4736","879355","4940","1321815","7322","133237","3612","163871","4307","N","N","N","N","48681","6651","25713","3025","195373","5245","1186934","3651","36435","3319","76152","4821","447036","11175","320771","9230","118747","6284","439578","8995","256823","8229","1582955","9523","696401","10399","1663086","8149","105529","7464","1557557","11055","93004","2217","(X)","(X)","18.6","0.2","20.7","0.2","36.1","0.2","24.6","0.1","48.1","0.2","51.9","0.2","78.0","0.4","7.9","0.2","9.7","0.2","N","N","N","N","2.9","0.4","1.5","0.2","11.5","0.3","70.0","0.3","2.1","0.2","4.5","0.3","26.4","0.7","18.9","0.5","7.0","0.4","25.9","0.5","15.1","0.5","93.4","0.3","41.1","0.6","(X)","(X)","6.3","0.4","93.7","0.4","(X)","(X)"
"314M500US3562035614","New York-Jersey City-White Plains, NY-NJ Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area","7774570","27165","1682729","12219","1963618","14653","2447511","12397","1680712","7869","3639906","20420","4134664","15634","4193317","21306","1690331","14693","857027","10300","29346","4048","N","N","766286","19549","234656","9556","1897101","16799","3330263","10180","402958","12215","532011","12491","1818468","25902","1315806","22839","503419","15756","1927399","22628","1274509","20254","6839601","28007","3201908","29051","7632889","27461","919873","21909","6713016","28636","79523","1047","(X)","(X)","21.6","0.1","25.3","0.1","31.5","0.1","21.6","0.1","46.8","0.2","53.2","0.2","53.9","0.2","21.7","0.2","11.0","0.1","0.4","0.1","N","N","9.9","0.2","3.0","0.1","24.4","0.2","42.8","0.1","5.2","0.2","6.8","0.2","23.4","0.3","16.9","0.3","6.5","0.2","24.8","0.3","16.4","0.2","88.0","0.2","41.2","0.4","(X)","(X)","12.1","0.3","87.9","0.3","(X)","(X)"
"314M500US3798015804","Camden, NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","935666","4662","178013","2514","221479","2766","332829","1915","203345","1021","448693","2636","486973","2754","691318","4476","155322","4032","36962","2270","N","N","N","N","29272","4121","20672","3376","80392","3378","648998","1602","20377","2722","47986","3666","280364","8098","191782","7843","77005","4193","207675","7095","110477","5014","867303","5551","318152","8912","917652","4757","63047","5570","854605","7016","82782","1750","(X)","(X)","19.0","0.2","23.7","0.2","35.6","0.2","21.7","0.1","48.0","0.1","52.0","0.1","73.9","0.5","16.6","0.4","4.0","0.2","N","N","N","N","3.1","0.4","2.2","0.4","8.6","0.3","69.4","0.4","2.2","0.3","5.1","0.4","30.0","0.8","20.5","0.8","8.2","0.4","22.2","0.8","11.8","0.5","92.7","0.4","34.0","1.0","(X)","(X)","6.9","0.6","93.1","0.6","(X)","(X)"
"314M500US3798033874","Montgomery County-Bucks County-Chester County, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","1487500","6341","261600","2571","334798","3912","538482","2806","352620","1604","717778","3898","769722","3803","1281187","4823","98437","3356","68275","3134","N","N","N","N","14425","3169","23457","3323","56498","4136","1243812","2665","21219","2827","60408","4506","361986","10313","248166","7827","111040","5185","411996","8972","272685","7580","1405873","7670","684681","10315","1451207","6728","78303","5353","1372904","8076","96038","1518","(X)","(X)","17.6","0.1","22.5","0.2","36.2","0.2","23.7","0.1","48.3","0.1","51.7","0.1","86.1","0.3","6.6","0.2","4.6","0.2","N","N","N","N","1.0","0.2","1.6","0.2","3.8","0.3","83.6","0.3","1.4","0.2","4.1","0.3","24.3","0.7","16.7","0.5","7.5","0.3","27.7","0.6","18.3","0.5","94.5","0.4","46.0","0.7","(X)","(X)","5.4","0.4","94.6","0.4","(X)","(X)"
"314M500US3798037964","Philadelphia, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","1566650","7788","374955","3719","410322","4588","474356","4140","307017","2033","725943","4638","840707","4884","803186","6770","560897","6111","83615","3496","N","N","N","N","75804","6927","36711","4978","149811","4561","749362","3799","47597","4427","128142","6966","504470","13094","304450","10671","94315","5700","294387","7110","193289","6989","1390911","10890","487676","7970","1513948","9184","257489","13082","1256459","16140","54436","1482","(X)","(X)","23.9","0.2","26.2","0.2","30.3","0.2","19.6","0.1","46.3","0.2","53.7","0.2","51.3","0.4","35.8","0.4","5.3","0.2","N","N","N","N","4.8","0.4","2.3","0.3","9.6","0.3","47.8","0.3","3.0","0.3","8.2","0.5","32.2","0.8","19.4","0.7","6.0","0.4","18.8","0.5","12.3","0.4","88.8","0.5","31.1","0.5","(X)","(X)","17.0","0.9","83.0","0.9","(X)","(X)"
"314M500US3798048864","Wilmington, DE-MD-NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","536538","3161","107824","2102","122935","2160","188658","2162","117121","1026","256330","2187","280208","2027","386493","2832","117142","3068","15335","1609","N","N","N","N","5872","1757","9589","2016","34225","2229","364497","1183","8947","1844","32221","3320","173314","6535","117127","5557","41634","3617","99411","4543","63884","4077","495370","5256","163295","5400","520029","3515","51638","5229","468391","6181","75704","2282","(X)","(X)","20.1","0.4","22.9","0.3","35.2","0.4","21.8","0.2","47.8","0.3","52.2","0.3","72.0","0.5","21.8","0.5","2.9","0.3","N","N","N","N","1.1","0.3","1.8","0.4","6.4","0.4","67.9","0.4","1.7","0.3","6.0","0.6","32.3","1.2","21.8","1.0","7.8","0.7","18.5","0.9","11.9","0.8","92.3","0.8","30.4","1.0","(X)","(X)","9.9","1.0","90.1","1.0","(X)","(X)"
"314M500US4186036084","Oakland-Berkeley-Livermore, CA Metro Division; San Francisco-Oakland-Berkeley, CA Metro Area","1887972","11935","373705","5035","482810","8673","639141","5692","392316","3390","913594","7526","974378","7213","950159","8426","214315","3580","440288","7799","12191","1710","12323","1452","162221","8017","96475","6399","346204","8253","804297","4211","58432","4220","89937","5461","352633","11238","399450","11046","134400","6588","519514","11148","333606","9929","1739603","13488","853120","12878","1863078","12333","139240","8960","1723838","14685","110113","1834","(X)","(X)","19.8","0.2","25.6","0.4","33.9","0.3","20.8","0.2","48.4","0.2","51.6","0.2","50.3","0.4","11.4","0.2","23.3","0.4","0.6","0.1","0.7","0.1","8.6","0.4","5.1","0.3","18.3","0.4","42.6","0.3","3.1","0.2","4.8","0.3","18.7","0.6","21.2","0.6","7.1","0.4","27.5","0.6","17.7","0.5","92.1","0.3","45.2","0.6","(X)","(X)","7.5","0.5","92.5","0.5","(X)","(X)"
"314M500US4186041884","San Francisco-San Mateo-Redwood City, CA Metro Division; San Francisco-Oakland-Berkeley, CA Metro Area","1165738","10134","224625","5369","326960","5828","361463","4679","252690","2068","577096","7003","588642","6147","596416","8080","54274","1779","379693","6294","N","N","9405","1431","74344","6263","47153","4339","170218","6328","518581","5061","52149","3443","46910","4695","153996","7024","194583","8364","71104","4594","390178","8858","256818","7588","1066679","10991","646996","9731","1152475","10321","86747","6053","1065728","11020","133103","4871","(X)","(X)","19.3","0.4","28.0","0.4","31.0","0.4","21.7","0.2","49.5","0.4","50.5","0.4","51.2","0.6","4.7","0.2","32.6","0.5","N","N","0.8","0.1","6.4","0.5","4.0","0.4","14.6","0.5","44.5","0.4","4.5","0.3","4.0","0.4","13.2","0.6","16.7","0.7","6.1","0.4","33.5","0.7","22.0","0.7","91.5","0.5","55.5","0.8","(X)","(X)","7.5","0.5","92.5","0.5","(X)","(X)"
"314M500US4186042034","San Rafael, CA Metro Division; San Francisco-Oakland-Berkeley, CA Metro Area","186536","2337","24846","1441","32156","1676","71842","1418","57692","938","90401","1667","96135","1526","158851","2118","N","N","11653","1240","N","N","N","N","4403","1367","N","N","15172","1908","149061","1229","2762","895","4944","1261","24466","2651","34459","3314","11339","1887","68069","3723","40497","3121","178830","2671","108566","3877","182193","2868","11097","1719","171096","3024","117147","10507","(X)","(X)","13.3","0.7","17.2","0.8","38.5","0.8","30.9","0.5","48.5","0.6","51.5","0.6","85.2","0.8","N","N","6.2","0.7","N","N","N","N","2.4","0.7","N","N","8.1","0.9","79.9","0.8","1.5","0.5","2.7","0.7","13.1","1.4","18.5","1.8","6.1","1.0","36.5","2.0","21.7","1.6","95.9","0.8","58.2","2.1","(X)","(X)","6.1","0.9","93.9","0.9","(X)","(X)"
"314M500US4266042644","Seattle-Bellevue-Kent, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area","2111168","13067","428788","6109","585843","7334","699251","5521","397286","2974","1053262","7555","1057906","7470","1562026","7793","107193","5154","268172","7783","17940","1932","11923","1703","42718","4484","101196","7268","130951","6108","1491532","5650","42155","3621","83882","4755","375800","12668","465010","12178","186233","8607","613653","11076","344435","10523","1985131","13997","958088","14196","2080432","13458","146667","7611","1933765","15665","97600","1893","(X)","(X)","20.3","0.2","27.7","0.3","33.1","0.2","18.8","0.1","49.9","0.2","50.1","0.2","74.0","0.4","5.1","0.2","12.7","0.3","0.8","0.1","0.6","0.1","2.0","0.2","4.8","0.3","6.2","0.3","70.6","0.4","2.0","0.2","4.0","0.2","17.8","0.6","22.0","0.6","8.8","0.4","29.1","0.5","16.3","0.5","94.0","0.3","45.4","0.7","(X)","(X)","7.0","0.4","93.0","0.4","(X)","(X)"
"314M500US4266045104","Tacoma-Lakewood, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area","656925","4152","146243","1795","173596","2902","211234","2099","125852","964","325352","2637","331573","2372","502274","3383","45389","2876","39537","2489","N","N","7924","1566","13388","2502","39419","3624","50520","2515","472487","2304","10574","1750","39834","3471","192946","7011","167825","6223","75979","4807","112846","5278","56921","3789","606517","5308","169767","5985","644017","4709","51856","4942","592161","6452","80846","1903","(X)","(X)","22.3","0.2","26.4","0.3","32.2","0.3","19.2","0.2","49.5","0.2","50.5","0.2","76.5","0.6","6.9","0.4","6.0","0.4","N","N","1.2","0.2","2.0","0.4","6.0","0.5","7.7","0.4","71.9","0.4","1.6","0.3","6.1","0.5","29.4","1.0","25.5","0.9","11.6","0.7","17.2","0.8","8.7","0.6","92.3","0.6","25.8","1.0","(X)","(X)","8.1","0.8","91.9","0.8","(X)","(X)"
"314M500US4790023224","Frederick-Gaithersburg-Rockville, MD Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","859286","7296","151598","3186","206189","5109","308602","3420","192897","2204","407954","4359","451332","4504","548042","5307","142957","4396","103103","3683","4072","1208","N","N","33108","5010","27675","3330","89313","5026","500220","2279","18712","2565","33000","3572","144095","6566","139937","6488","51194","4158","234345","7146","238003","6325","807574","8268","472348","7789","850177","7401","45973","5273","804204","7570","114480","2362","(X)","(X)","17.6","0.3","24.0","0.5","35.9","0.4","22.4","0.3","47.5","0.3","52.5","0.3","63.8","0.6","16.6","0.5","12.0","0.4","0.5","0.1","N","N","3.9","0.6","3.2","0.4","10.4","0.5","58.2","0.5","2.2","0.3","3.8","0.4","16.8","0.7","16.3","0.7","6.0","0.5","27.3","0.8","27.7","0.7","94.0","0.5","55.0","0.9","(X)","(X)","5.4","0.6","94.6","0.6","(X)","(X)"
