"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"0600000US1711100698","Algonquin township, McHenry County, Illinois","64045","2687","12848","1602","13823","1760","24315","2349","13059","1848","31590","2019","32455","1764","60779","2970","N","N","N","N","N","N","N","N","N","N","N","N","6529","1688","55213","3218","896","521","1722","601","14798","1538","15533","2155","7648","1300","15727","2462","7721","1405","61427","2943","23448","2657","63943","2679","3280","1017","60663","2852","88570","6249","(X)","(X)","20.1","2.4","21.6","3.0","38.0","2.9","20.4","2.6","49.3","2.1","50.7","2.1","94.9","1.7","N","N","N","N","N","N","N","N","N","N","N","N","10.2","2.6","86.2","2.9","1.4","0.8","2.7","0.9","23.1","2.5","24.3","2.9","11.9","2.0","24.6","3.5","12.1","2.2","95.9","1.3","36.6","3.7","(X)","(X)","5.1","1.6","94.9","1.6","(X)","(X)"
"0600000US1711306639","Bloomington City township, McLean County, Illinois","54989","1960","12392","1879","14538","1880","18085","1633","9974","1421","26387","1683","28602","1674","45123","2404","N","N","2033","801","N","N","N","N","N","N","N","N","N","N","42892","2711","1407","1353","4185","1568","10876","1659","11767","2047","3648","982","15438","1915","7668","1492","49397","2496","23106","1946","53002","1846","8136","1796","44866","2319","67474","6066","(X)","(X)","22.5","3.1","26.4","3.6","32.9","2.9","18.1","2.3","48.0","2.5","52.0","2.5","82.1","2.9","N","N","3.7","1.4","N","N","N","N","N","N","N","N","N","N","78.0","3.5","2.6","2.5","7.6","2.9","19.8","2.9","21.4","3.5","6.6","1.8","28.1","3.4","13.9","2.7","89.8","3.2","42.0","3.4","(X)","(X)","15.4","3.3","84.6","3.3","(X)","(X)"
"0600000US1714359013","Peoria City township, Peoria County, Illinois","75113","2608","17821","1504","17955","1538","22247","1990","17090","1578","34322","1609","40791","1549","50809","2573","N","N","N","N","N","N","N","N","N","N","N","N","3480","714","N","N","1164","486","5834","1337","20551","2475","19280","2170","6746","1336","14554","2132","6984","1247","68115","2743","21538","2574","71836","2674","11769","1951","60067","2851","48956","4618","(X)","(X)","23.7","1.7","23.9","2.2","29.6","2.3","22.8","1.9","45.7","1.2","54.3","1.2","67.6","2.0","N","N","N","N","N","N","N","N","N","N","N","N","4.6","0.9","N","N","1.5","0.7","7.8","1.7","27.4","3.0","25.7","2.9","9.0","1.8","19.4","2.7","9.3","1.6","90.7","1.9","28.7","3.2","(X)","(X)","16.4","2.6","83.6","2.6","(X)","(X)"
"0600000US1716711046","Capital township, Sangamon County, Illinois","86010","1902","15886","1546","20558","1580","27457","1972","22109","1558","39683","1297","46327","1396","66316","1952","N","N","1715","637","N","N","N","N","N","N","N","N","1835","528","N","N","2240","633","6185","1340","23219","2420","19886","2466","7649","1488","16939","1881","9892","1478","77585","2394","26831","2261","83251","2132","11996","2092","71255","2886","53987","5724","(X)","(X)","18.5","1.8","23.9","1.9","31.9","2.1","25.7","1.6","46.1","1.1","53.9","1.1","77.1","1.2","N","N","2.0","0.7","N","N","N","N","N","N","N","N","2.1","0.6","N","N","2.6","0.7","7.2","1.6","27.0","2.8","23.1","2.7","8.9","1.8","19.7","2.2","11.5","1.7","90.2","1.7","31.2","2.7","(X)","(X)","14.4","2.5","85.6","2.5","(X)","(X)"
"0600000US1719721241","Du Page township, Will County, Illinois","59620","3526","13137","2441","12540","2223","23167","2367","10776","1531","28155","2233","31465","2418","40398","3536","N","N","4955","1645","N","N","N","N","4160","2510","N","N","9901","3144","35028","3040","1216","761","3660","1091","14578","2264","13753","2022","5263","1341","14382","2166","6768","1228","54744","3349","21150","2513","59233","3671","2947","1392","56286","3627","87372","8996","(X)","(X)","22.0","3.6","21.0","3.6","38.9","3.3","18.1","2.6","47.2","2.5","52.8","2.5","67.8","4.4","N","N","8.3","2.7","N","N","N","N","7.0","4.2","N","N","16.6","5.0","58.8","4.4","2.0","1.3","6.1","1.8","24.5","3.7","23.1","3.1","8.8","2.2","24.1","3.2","11.4","2.0","91.8","2.1","35.5","3.6","(X)","(X)","5.0","2.3","95.0","2.3","(X)","(X)"
"0600000US1719738583","Joliet township, Will County, Illinois","50999","2745","13147","2053","13228","1600","15364","1538","9260","1499","26021","2215","24978","1700","30247","2830","N","N","N","N","N","N","N","N","4289","1678","N","N","13103","2359","N","N","2616","785","4676","1044","18267","1723","14440","1900","3377","774","5519","1070","2104","632","43707","2753","7623","1417","48889","2741","6202","1377","42687","2937","51446","2569","(X)","(X)","25.8","3.5","25.9","2.8","30.1","2.9","18.2","2.8","51.0","2.8","49.0","2.8","59.3","4.0","N","N","N","N","N","N","N","N","8.4","3.3","N","N","25.7","4.6","N","N","5.1","1.5","9.2","2.0","35.8","2.9","28.3","3.3","6.6","1.4","10.8","2.0","4.1","1.2","85.7","2.6","14.9","2.7","(X)","(X)","12.7","2.8","87.3","2.8","(X)","(X)"
"0600000US1719760300","Plainfield township, Will County, Illinois","55767","2815","11102","1873","15871","2176","20150","2582","8644","1629","26558","2108","29209","1977","44308","3121","N","N","N","N","N","N","N","N","N","N","N","N","9121","1907","38055","3245","394","316","2262","855","16484","2534","13908","1963","5781","1264","12703","2233","4235","1257","53111","2867","16938","2583","55647","2825","2267","1069","53380","3146","96451","8876","(X)","(X)","19.9","3.0","28.5","4.3","36.1","3.8","15.5","2.7","47.6","2.7","52.4","2.7","79.5","4.3","N","N","N","N","N","N","N","N","N","N","N","N","16.4","3.5","68.2","4.1","0.7","0.6","4.1","1.5","29.6","4.5","24.9","3.3","10.4","2.3","22.8","3.9","7.6","2.1","95.2","1.7","30.4","4.1","(X)","(X)","4.1","2.0","95.9","2.0","(X)","(X)"
"0600000US1719781035","Wheatland township, Will County, Illinois","57061","2554","10070","1644","13650","1789","25529","2112","7812","1548","27790","2070","29271","1491","39093","3123","N","N","11443","1995","N","N","N","N","N","N","N","N","N","N","36374","3050","683","438","1035","527","7739","2085","10220","1724","2888","901","20290","2221","14206","2034","55343","2486","34496","2666","57061","2554","600","409","56461","2576","142384","8044","(X)","(X)","17.6","2.6","23.9","3.2","44.7","3.2","13.7","2.6","48.7","2.3","51.3","2.3","68.5","4.6","N","N","20.1","3.5","N","N","N","N","N","N","N","N","N","N","63.7","4.9","1.2","0.8","1.8","0.9","13.6","3.5","17.9","2.9","5.1","1.6","35.6","3.7","24.9","3.3","97.0","1.2","60.5","4.0","(X)","(X)","1.1","0.7","98.9","0.7","(X)","(X)"
"0600000US1720165013","Rockford township, Winnebago County, Illinois","120494","2827","24968","1722","29119","1974","37758","2509","28649","1941","57067","1773","63427","2279","92101","3345","N","N","3417","938","N","N","N","N","N","N","N","N","12900","1741","80631","2988","3727","1112","11605","2006","38095","3173","27663","2474","10837","1480","19457","1891","9110","1452","105162","3107","28567","2583","117677","2924","19517","3135","98160","4288","49994","4059","(X)","(X)","20.7","1.3","24.2","1.7","31.3","1.7","23.8","1.5","47.4","1.2","52.6","1.2","76.4","2.0","N","N","2.8","0.8","N","N","N","N","N","N","N","N","10.7","1.3","66.9","2.1","3.1","0.9","9.6","1.6","31.6","2.5","23.0","1.9","9.0","1.2","16.1","1.6","7.6","1.2","87.3","1.8","23.7","2.1","(X)","(X)","16.6","2.7","83.4","2.7","(X)","(X)"
"0600000US1800366924","St. Joseph township, Allen County, Indiana","55266","2809","12916","1891","12007","1474","16811","1887","13532","1885","24964","1675","30302","2087","47533","3167","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1316","782","2364","765","14992","1815","12959","1818","5553","1206","12212","1841","5870","1436","51586","3019","18082","2460","53613","2847","3802","1014","49811","3118","60298","5772","(X)","(X)","23.4","3.0","21.7","3.0","30.4","3.0","24.5","3.0","45.2","2.3","54.8","2.3","86.0","2.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.4","1.4","4.3","1.4","27.1","3.1","23.4","3.0","10.0","2.2","22.1","2.9","10.6","2.5","93.3","1.9","32.7","3.9","(X)","(X)","7.1","2.0","92.9","2.0","(X)","(X)"
"0600000US1800381620","Wayne township, Allen County, Indiana","76108","3070","19025","1755","18718","1804","24779","2080","13586","2012","35567","1676","40541","2348","53617","3059","N","N","N","N","N","N","N","N","N","N","N","N","6016","1202","N","N","1778","637","7761","1531","25713","2382","19722","2336","7434","1313","9705","1504","3995","975","66569","3246","13700","1860","74465","3284","12855","2092","61610","3645","40600","2971","(X)","(X)","25.0","2.1","24.6","2.6","32.6","2.2","17.9","2.4","46.7","1.7","53.3","1.7","70.4","2.6","N","N","N","N","N","N","N","N","N","N","N","N","7.9","1.5","N","N","2.3","0.8","10.2","2.0","33.8","3.0","25.9","2.8","9.8","1.7","12.8","1.9","5.2","1.3","87.5","2.3","18.0","2.4","(X)","(X)","17.3","2.8","82.7","2.8","(X)","(X)"
"0600000US1803511296","Center township, Delaware County, Indiana","57105","1644","23975","1630","9211","1013","13934","1542","9985","1471","27384","1397","29721","1201","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","473","275","2936","977","19339","2067","20571","2446","4519","1165","5138","1409","4129","1163","53696","1738","9267","1783","50684","2000","16214","2413","34470","2736","37364","6226","(X)","(X)","42.0","2.7","16.1","1.8","24.4","2.6","17.5","2.4","48.0","1.8","52.0","1.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.8","0.5","5.1","1.7","33.9","3.6","36.0","4.1","7.9","2.0","9.0","2.4","7.2","2.0","94.0","1.7","16.2","3.0","(X)","(X)","32.0","4.6","68.0","4.6","(X)","(X)"
"0600000US1805713060","Clay township, Hamilton County, Indiana","69744","2916","12400","2433","18296","2518","24557","2429","14491","2610","31750","1860","37994","2071","59451","2741","N","N","5943","1678","N","N","N","N","N","N","N","N","N","N","57184","2696","428","337","2554","938","6953","1517","7480","1394","2826","907","27178","2224","22325","2225","66762","2780","49503","2835","69471","2930","2643","1010","66828","3164","120480","11704","(X)","(X)","17.8","3.2","26.2","3.9","35.2","3.3","20.8","3.3","45.5","1.9","54.5","1.9","85.2","2.4","N","N","8.5","2.4","N","N","N","N","N","N","N","N","N","N","82.0","2.3","0.6","0.5","3.7","1.3","10.0","2.1","10.7","1.9","4.1","1.3","39.0","2.8","32.0","3.0","95.7","1.5","71.0","3.0","(X)","(X)","3.8","1.5","96.2","1.5","(X)","(X)"
"0600000US1808909820","Calumet township, Lake County, Indiana","72721","2331","17593","2067","14963","1808","23950","2240","16215","1760","32714","1911","40007","1747","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2869","940","6454","1352","31210","2870","19229","2522","3683","894","6192","1337","3084","956","63398","2527","9276","1668","72413","2334","15561","2492","56852","3322","36317","5291","(X)","(X)","24.2","2.9","20.6","2.6","32.9","2.5","22.3","2.1","45.0","2.0","55.0","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","3.9","1.3","8.9","1.8","42.9","3.3","26.4","3.6","5.1","1.2","8.5","1.8","4.2","1.3","87.2","2.1","12.8","2.3","(X)","(X)","21.5","3.5","78.5","3.5","(X)","(X)"
"0600000US1808954414","North township, Lake County, Indiana","111331","3266","20085","2359","25139","2243","41443","2859","24664","1968","51125","2518","60206","2175","63855","3907","N","N","N","N","N","N","N","N","18467","3773","N","N","32085","3446","52372","3302","5949","1290","10003","1726","40574","3189","23870","2317","9340","1677","15240","1688","6355","1221","95379","3383","21595","2030","110223","3271","14637","2321","95586","3755","51762","2209","(X)","(X)","18.0","2.0","22.6","2.1","37.2","2.1","22.2","1.7","45.9","1.5","54.1","1.5","57.4","3.0","N","N","N","N","N","N","N","N","16.6","3.3","N","N","28.8","2.9","47.0","2.7","5.3","1.2","9.0","1.5","36.4","2.4","21.4","2.2","8.4","1.5","13.7","1.5","5.7","1.1","85.7","1.9","19.4","1.8","(X)","(X)","13.3","2.1","86.7","2.1","(X)","(X)"
"0600000US1808966870","St. John township, Lake County, Indiana","52945","1977","8673","1493","12184","1638","19792","1952","12296","1702","25666","1563","27279","1464","47337","2194","N","N","N","N","N","N","N","N","N","N","N","N","6143","1769","N","N","303","296","1502","606","16872","2028","14066","1951","4470","1137","10129","1374","5603","1095","51140","1989","15732","1735","52334","2029","2212","960","50122","2057","86393","8096","(X)","(X)","16.4","2.7","23.0","3.3","37.4","3.3","23.2","2.9","48.5","2.2","51.5","2.2","89.4","2.8","N","N","N","N","N","N","N","N","N","N","N","N","11.6","3.3","N","N","0.6","0.6","2.8","1.1","31.9","3.6","26.6","3.3","8.4","2.2","19.1","2.7","10.6","2.0","96.6","1.1","29.7","3.4","(X)","(X)","4.2","1.8","95.8","1.8","(X)","(X)"
"0600000US1809711512","Center township, Marion County, Indiana","115075","3685","30004","2626","32977","2775","36570","3239","15524","2080","56946","3490","58129","2759","73010","4157","N","N","N","N","N","N","N","N","N","N","N","N","5932","1631","N","N","4764","1289","15707","3315","37084","3533","22858","2422","6610","1186","18231","2196","9821","1609","94604","4096","28052","2426","110323","3956","25946","2694","84377","4530","37464","4222","(X)","(X)","26.1","2.2","28.7","2.3","31.8","2.5","13.5","1.7","49.5","2.2","50.5","2.2","63.4","2.9","N","N","N","N","N","N","N","N","N","N","N","N","5.2","1.4","N","N","4.1","1.1","13.6","2.8","32.2","2.9","19.9","2.0","5.7","1.0","15.8","1.8","8.5","1.4","82.2","2.8","24.4","2.0","(X)","(X)","23.5","2.5","76.5","2.5","(X)","(X)"
"0600000US1809742444","Lawrence township, Marion County, Indiana","92828","3868","19411","2942","26574","2974","29298","3407","17545","2724","41045","2980","51783","2959","56155","4845","N","N","N","N","N","N","N","N","N","N","N","N","3046","1138","N","N","2160","995","6821","1917","26357","3657","17696","2637","6926","1664","21810","2584","11058","1923","83847","3808","32868","3252","92548","3854","8695","2556","83853","4240","55089","4833","(X)","(X)","20.9","3.0","28.6","3.3","31.6","3.3","18.9","2.7","44.2","2.4","55.8","2.4","60.5","4.2","N","N","N","N","N","N","N","N","N","N","N","N","3.3","1.2","N","N","2.3","1.1","7.3","2.0","28.4","3.6","19.1","2.7","7.5","1.8","23.5","2.8","11.9","2.1","90.3","2.2","35.4","3.5","(X)","(X)","9.4","2.7","90.6","2.7","(X)","(X)"
"0600000US1809759058","Perry township, Marion County, Indiana","79430","4728","17685","2783","18125","3056","26483","2980","17137","3453","35446","2973","43984","3441","67517","4903","N","N","3826","1624","N","N","N","N","N","N","N","N","N","N","N","N","1916","832","6441","2314","26557","3429","17659","2163","6759","1464","14314","2634","5784","1802","71073","4322","20098","3181","77512","4709","6444","1738","71068","4761","52998","4669","(X)","(X)","22.3","3.0","22.8","3.9","33.3","3.6","21.6","3.8","44.6","2.7","55.4","2.7","85.0","4.3","N","N","4.8","2.0","N","N","N","N","N","N","N","N","N","N","N","N","2.4","1.0","8.1","2.8","33.4","3.8","22.2","2.5","8.5","1.8","18.0","3.3","7.3","2.2","89.5","3.0","25.3","3.9","(X)","(X)","8.3","2.2","91.7","2.2","(X)","(X)"
"0600000US1809759742","Pike township, Marion County, Indiana","56606","4190","14500","2511","15989","2828","18632","2581","7485","1391","27390","2800","29216","2991","23953","3645","30452","3883","N","N","N","N","N","N","N","N","N","N","N","N","N","N","946","774","3200","1136","16367","3091","11059","2120","6395","1760","11123","2007","7516","2200","52460","4243","18639","3059","56288","4187","6485","2044","49803","3793","52764","3510","(X)","(X)","25.6","4.2","28.2","4.4","32.9","4.2","13.2","2.0","48.4","3.5","51.6","3.5","42.3","5.5","53.8","5.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.7","1.4","5.7","1.9","28.9","4.4","19.5","3.9","11.3","3.1","19.6","3.4","13.3","3.6","92.7","2.3","32.9","4.6","(X)","(X)","11.5","3.4","88.5","3.4","(X)","(X)"
"0600000US1809780144","Warren township, Marion County, Indiana","76608","3651","17064","2629","20002","2343","22580","3168","16962","2564","33566","2906","43042","2602","43080","4524","N","N","N","N","N","N","N","N","N","N","N","N","4813","1526","N","N","1934","690","7698","2064","30622","3627","16787","2834","5968","1292","8793","1676","4806","1468","66976","3685","13599","2460","75955","3681","11350","2792","64605","4237","40749","4315","(X)","(X)","22.3","3.4","26.1","3.1","29.5","3.5","22.1","3.1","43.8","2.7","56.2","2.7","56.2","5.0","N","N","N","N","N","N","N","N","N","N","N","N","6.3","2.0","N","N","2.5","0.9","10.0","2.6","40.0","4.2","21.9","3.5","7.8","1.7","11.5","2.1","6.3","2.0","87.4","2.8","17.8","3.2","(X)","(X)","14.9","3.6","85.1","3.6","(X)","(X)"
"0600000US1809780792","Washington township, Marion County, Indiana","105805","4408","28505","3644","28759","2982","29262","2669","19279","1935","50723","3688","55082","2835","72575","4596","N","N","N","N","N","N","N","N","N","N","N","N","4815","1766","69841","4737","1232","577","4912","2064","19744","2215","21232","2571","7145","1544","32266","3071","19274","2443","99661","3975","51540","3625","103018","4552","13087","2006","89931","4740","62629","5779","(X)","(X)","26.9","3.0","27.2","2.9","27.7","2.1","18.2","1.8","47.9","2.3","52.1","2.3","68.6","3.9","N","N","N","N","N","N","N","N","N","N","N","N","4.6","1.7","66.0","4.0","1.2","0.5","4.6","1.9","18.7","2.1","20.1","2.2","6.8","1.5","30.5","2.4","18.2","2.3","94.2","1.9","48.7","2.8","(X)","(X)","12.7","2.0","87.3","2.0","(X)","(X)"
"0600000US1809781800","Wayne township, Marion County, Indiana","89856","5132","24934","3291","17791","2643","31505","3430","15626","2363","42313","3565","47543","3104","60849","5035","22919","3590","N","N","N","N","N","N","N","N","N","N","7651","2464","N","N","2762","797","7999","1596","34210","3643","20883","3134","7130","1496","13269","2466","3603","874","79095","4829","16872","2689","88073","5144","10690","2110","77383","5312","45009","5503","(X)","(X)","27.7","3.1","19.8","2.8","35.1","3.0","17.4","2.6","47.1","2.4","52.9","2.4","67.7","3.9","25.5","3.9","N","N","N","N","N","N","N","N","N","N","8.5","2.7","N","N","3.1","0.9","8.9","1.7","38.1","3.2","23.2","3.2","7.9","1.6","14.8","2.7","4.0","0.9","88.0","1.8","18.8","2.9","(X)","(X)","12.1","2.4","87.9","2.4","(X)","(X)"
"0600000US1814158734","Penn township, St. Joseph County, Indiana","50859","1911","10725","1517","12313","1616","15617","1989","12204","1838","24196","1650","26663","1465","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","606","372","3815","1464","18684","2265","11899","2019","4157","1150","8247","1690","3451","1041","46438","2481","11698","2088","50053","2016","6142","1881","43911","3059","50262","6612","(X)","(X)","21.1","3.1","24.2","3.3","30.7","3.5","24.0","3.2","47.6","2.4","52.4","2.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.2","0.7","7.5","2.9","36.7","4.5","23.4","3.8","8.2","2.2","16.2","3.3","6.8","2.0","91.3","3.1","23.0","4.0","(X)","(X)","12.3","3.9","87.7","3.9","(X)","(X)"
"0600000US1814161128","Portage township, St. Joseph County, Indiana","64952","1936","21040","1753","14466","1395","18941","1693","10505","1411","30707","1508","34245","1734","44607","2791","15625","2110","N","N","N","N","N","N","1891","980","N","N","6924","1120","40122","2723","1617","563","6506","1215","21067","2071","18290","2015","3759","907","8224","1321","5489","842","56829","1889","13713","1725","57098","2204","13495","1913","43603","2376","37703","4078","(X)","(X)","32.4","2.6","22.3","2.0","29.2","2.3","16.2","2.1","47.3","2.0","52.7","2.0","68.7","3.7","24.1","3.3","N","N","N","N","N","N","2.9","1.5","N","N","10.7","1.7","61.8","3.7","2.5","0.9","10.0","1.8","32.4","2.9","28.2","3.3","5.8","1.4","12.7","2.0","8.5","1.2","87.5","2.0","21.1","2.5","(X)","(X)","23.6","3.2","76.4","3.2","(X)","(X)"
"0600000US1815779352","Wabash township, Tippecanoe County, Indiana","49815","2367","31325","1897","5951","1345","6891","1429","5648","1274","25293","2106","24522","2106","40997","2775","N","N","3772","962","N","N","N","N","N","N","N","N","N","N","39110","2737","245","312","1375","745","12105","2100","19671","1906","905","478","9579","1785","5935","1595","48195","2333","15514","2014","36842","2574","12223","1908","24619","2540","41209","7234","(X)","(X)","62.9","2.9","11.9","2.9","13.8","2.6","11.3","2.3","50.8","3.5","49.2","3.5","82.3","3.2","N","N","7.6","1.9","N","N","N","N","N","N","N","N","N","N","78.5","3.5","0.5","0.6","2.8","1.5","24.3","3.9","39.5","3.6","1.8","0.9","19.2","3.4","11.9","3.3","96.7","1.7","31.1","3.9","(X)","(X)","33.2","4.8","66.8","4.8","(X)","(X)"
"0600000US1816340212","Knight township, Vanderburgh County, Indiana","50645","2281","10876","1678","13603","1838","15444","1951","10722","1796","24161","1804","26484","1551","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1062","567","4226","2071","18093","2621","10439","1829","4058","951","8830","1593","3937","1125","45357","3019","12767","1977","48975","2359","6780","1972","42195","3266","48210","4670","(X)","(X)","21.5","3.2","26.9","3.9","30.5","3.3","21.2","3.2","47.7","2.5","52.3","2.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.1","1.1","8.3","4.0","35.7","4.7","20.6","3.6","8.0","1.9","17.4","3.2","7.8","2.2","89.6","4.8","25.2","3.8","(X)","(X)","13.8","4.2","86.2","4.2","(X)","(X)"
"0600000US2004538900","Lawrence city, Douglas County, Kansas","75054","1682","30814","1651","15642","1501","16940","1579","11658","1169","36391","1416","38663","1500","63015","1397","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","272","274","2339","934","15564","2496","20578","2426","6509","2000","19476","2242","10316","1717","72443","1853","29792","2728","68261","2121","12272","2442","55989","2965","59573","7282","(X)","(X)","41.1","1.9","20.8","2.0","22.6","2.0","15.5","1.5","48.5","1.6","51.5","1.6","84.0","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.4","0.4","3.1","1.2","20.7","3.3","27.4","3.1","8.7","2.7","25.9","2.8","13.7","2.3","96.5","1.3","39.7","3.5","(X)","(X)","18.0","3.5","82.0","3.5","(X)","(X)"
"0600000US2009152575","Olathe city, Johnson County, Kansas","93973","3184","17231","2210","29303","2615","31233","2747","16206","1886","45919","2196","48054","2214","81617","3603","5066","1365","3566","1138","N","N","N","N","N","N","N","N","6813","1702","76389","3522","1470","775","3053","884","16677","2321","22501","2045","7150","1154","27733","2309","15389","1759","89450","3319","43122","3024","92784","3229","4653","1300","88131","3522","96313","5378","(X)","(X)","18.3","2.1","31.2","3.1","33.2","2.5","17.2","1.8","48.9","1.6","51.1","1.6","86.9","2.4","5.4","1.5","3.8","1.2","N","N","N","N","N","N","N","N","7.2","1.8","81.3","2.8","1.6","0.8","3.2","0.9","17.7","2.4","23.9","2.1","7.6","1.2","29.5","2.2","16.4","1.8","95.2","1.4","45.9","2.8","(X)","(X)","5.0","1.4","95.0","1.4","(X)","(X)"
"0600000US2009153775","Overland Park city, Johnson County, Kansas","140422","3014","29327","2851","36089","2502","46642","2903","28364","2289","68091","2326","72331","2197","120005","3339","N","N","7211","1379","N","N","N","N","N","N","N","N","5413","1512","116687","3314","1339","781","3443","1048","18413","2280","28282","2730","9295","1638","50126","3216","29524","2469","135640","3222","79650","4077","139428","3093","5041","1554","134387","3184","91924","3216","(X)","(X)","20.9","1.9","25.7","1.9","33.2","1.8","20.2","1.5","48.5","1.2","51.5","1.2","85.5","1.5","N","N","5.1","1.0","N","N","N","N","N","N","N","N","3.9","1.1","83.1","1.6","1.0","0.6","2.5","0.7","13.1","1.6","20.1","1.9","6.6","1.1","35.7","2.1","21.0","1.8","96.6","0.9","56.7","2.7","(X)","(X)","3.6","1.1","96.4","1.1","(X)","(X)"
"0600000US2009164500","Shawnee city, Johnson County, Kansas","48349","2332","8379","2062","11792","1824","16669","2182","11509","2323","22721","1700","25628","1549","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","507","388","1553","517","12040","1955","9196","1575","4820","1067","13789","1751","6444","1180","46289","2451","20233","2234","48046","2323","3602","1678","44444","2516","86823","4859","(X)","(X)","17.3","4.1","24.4","4.0","34.5","4.2","23.8","4.4","47.0","2.4","53.0","2.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.0","0.8","3.2","1.1","24.9","3.6","19.0","3.0","10.0","2.2","28.5","3.6","13.3","2.4","95.7","1.4","41.8","4.5","(X)","(X)","7.5","3.4","92.5","3.4","(X)","(X)"
"0600000US2017379000","Wichita city, Sedgwick County, Kansas","272074","5026","62745","3090","68554","2273","85466","2537","55309","2116","132001","2959","140073","3088","213205","4746","27754","1992","12569","1459","N","N","N","N","4706","1571","N","N","26459","3386","193957","4012","7250","1344","18106","2022","76129","4278","70266","4277","21952","2332","52863","2990","25508","2096","246718","5083","78371","3501","268286","4761","32364","3366","235922","5374","56041","2662","(X)","(X)","23.1","0.9","25.2","0.8","31.4","0.8","20.3","0.7","48.5","0.6","51.5","0.6","78.4","1.0","10.2","0.7","4.6","0.5","N","N","N","N","1.7","0.6","N","N","9.7","1.1","71.3","1.1","2.7","0.5","6.7","0.7","28.0","1.4","25.8","1.5","8.1","0.8","19.4","1.1","9.4","0.7","90.7","0.9","28.8","1.3","(X)","(X)","12.1","1.2","87.9","1.2","(X)","(X)"
