"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"9700000US0641190","Vista Unified School District, California","109432","5429","26191","3575","25999","3171","37749","3480","19493","2484","53369","3719","56063","3452","92682","5822","N","N","N","N","N","N","N","N","3600","1308","N","N","41043","5549","56947","5145","6796","1878","6848","1199","22441","2954","34198","3363","11641","2289","19282","2519","8226","1605","95788","4764","27508","2928","107941","5470","5542","1348","102399","5771","89453","6314","(X)","(X)","23.9","2.9","23.8","2.9","34.5","2.6","17.8","2.0","48.8","2.1","51.2","2.1","84.7","2.4","N","N","N","N","N","N","N","N","3.3","1.2","N","N","37.5","4.4","52.0","4.2","6.2","1.6","6.3","1.0","20.5","2.6","31.3","2.6","10.6","2.0","17.6","2.3","7.5","1.4","87.5","1.9","25.1","2.5","(X)","(X)","5.1","1.3","94.9","1.3","(X)","(X)"
"9700000US0643080","Woodland Joint Unified School District, California","48013","2411","10312","1865","12580","1680","14781","1513","10340","1597","24946","1919","23067","1441","41030","2705","N","N","N","N","N","N","N","N","N","N","N","N","16581","2459","N","N","1429","673","4109","1391","12454","2079","10608","1514","6120","1479","8666","1687","4627","1069","42475","2622","13293","1866","47056","2523","4066","1344","42990","2950","79523","7143","(X)","(X)","21.5","3.6","26.2","3.5","30.8","2.7","21.5","3.0","52.0","2.5","48.0","2.5","85.5","3.2","N","N","N","N","N","N","N","N","N","N","N","N","34.5","5.0","N","N","3.0","1.4","8.6","2.9","25.9","3.7","22.1","3.0","12.7","3.1","18.0","3.5","9.6","2.2","88.5","3.1","27.7","3.9","(X)","(X)","8.6","2.9","91.4","2.9","(X)","(X)"
"9700000US0643470","Yuba City Unified School District, California","50679","2520","10870","1352","10873","1453","17016","1528","11920","735","24909","1662","25770","1602","34221","2312","N","N","8490","1143","N","N","N","N","N","N","N","N","11607","1775","N","N","2593","931","4163","1224","12549","1725","15721","2395","4684","948","6581","1202","4388","1117","43923","2906","10969","1748","50090","2592","5296","1423","44794","2580","71426","9069","(X)","(X)","21.4","2.2","21.5","2.5","33.6","2.6","23.5","1.7","49.2","2.0","50.8","2.0","67.5","3.6","N","N","16.8","2.1","N","N","N","N","N","N","N","N","22.9","2.9","N","N","5.1","1.9","8.2","2.3","24.8","3.3","31.0","4.2","9.2","1.8","13.0","2.3","8.7","2.2","86.7","3.3","21.6","3.3","(X)","(X)","10.6","2.7","89.4","2.7","(X)","(X)"
"9700000US0684500","Irvine Unified School District, California","160660","7381","43145","5161","43885","5248","48156","4432","25474","2705","77705","5238","82955","5075","94114","7679","N","N","50896","4846","N","N","N","N","N","N","8400","2801","17002","3032","80512","6832","1083","636","4209","1637","16499","2603","32695","4788","11443","2403","55698","5407","39033","3424","155368","7181","94731","6291","154268","7350","18258","4277","136010","7075","120262","5139","(X)","(X)","26.9","2.7","27.3","3.0","30.0","2.5","15.9","1.8","48.4","2.2","51.6","2.2","58.6","3.2","N","N","31.7","2.8","N","N","N","N","N","N","5.2","1.7","10.6","1.8","50.1","3.1","0.7","0.4","2.6","1.0","10.3","1.6","20.4","2.7","7.1","1.5","34.7","3.0","24.3","1.9","96.7","1.1","59.0","3.2","(X)","(X)","11.8","2.6","88.2","2.6","(X)","(X)"
"9700000US0691135","Val Verde Unified School District, California","54321","7858","15201","2822","17812","3449","14663","3212","6645","1645","26248","4660","28073","3878","18849","3366","N","N","5055","2224","N","N","N","N","16564","5230","N","N","30088","5847","N","N","4831","1659","5834","1985","17089","3604","15790","3340","2836","891","6133","2184","1808","908","43656","7192","7941","2573","54191","7833","4304","1884","49887","7619","77751","14067","(X)","(X)","28.0","4.0","32.8","3.8","27.0","3.8","12.2","2.7","48.3","3.2","51.7","3.2","34.7","6.5","N","N","9.3","4.1","N","N","N","N","30.5","7.7","N","N","55.4","7.3","N","N","8.9","2.8","10.7","3.6","31.5","4.4","29.1","3.8","5.2","1.8","11.3","3.8","3.3","1.5","80.4","4.9","14.6","4.2","(X)","(X)","7.9","3.4","92.1","3.4","(X)","(X)"
"9700000US0801920","Academy School District 20, Colorado","86402","5244","20313","2759","19621","2685","31295","2845","15173","1900","44166","3186","42236","2709","77469","5187","N","N","2620","894","N","N","N","N","N","N","N","N","N","N","69292","4253","358","327","1772","825","12253","2251","19590","2394","8391","1591","25887","2652","18151","1987","84272","5125","44038","3255","82416","5133","3710","1092","78706","5182","99573","3894","(X)","(X)","23.5","2.5","22.7","2.8","36.2","2.8","17.6","2.1","51.1","1.6","48.9","1.6","89.7","2.2","N","N","3.0","1.1","N","N","N","N","N","N","N","N","N","N","80.2","3.0","0.4","0.4","2.1","0.9","14.2","2.3","22.7","2.4","9.7","1.7","30.0","2.5","21.0","2.3","97.5","1.1","51.0","2.9","(X)","(X)","4.5","1.3","95.5","1.3","(X)","(X)"
"9700000US0802340","Adams-Arapahoe School District 28J, Colorado","143745","6337","37198","3576","41020","3329","43041","3256","22486","1863","72922","4175","70823","3593","90534","5761","25859","3798","8211","2348","N","N","N","N","10798","2757","N","N","34947","3856","69592","5067","6814","1887","11026","2119","43568","4388","33452","3456","15536","2172","22563","2906","10786","1775","125905","6481","33349","3440","142517","6405","14721","2702","127796","6373","63594","3378","(X)","(X)","25.9","2.1","28.5","1.9","29.9","1.8","15.6","1.3","50.7","1.6","49.3","1.6","63.0","3.5","18.0","2.3","5.7","1.6","N","N","N","N","7.5","1.9","N","N","24.3","2.5","48.4","3.2","4.7","1.3","7.7","1.5","30.3","2.5","23.3","2.2","10.8","1.4","15.7","1.8","7.5","1.3","87.6","1.9","23.2","2.3","(X)","(X)","10.3","1.8","89.7","1.8","(X)","(X)"
"9700000US0802490","Boulder Valley School District RE-2, Colorado","183155","4350","56368","2979","38827","2717","56887","2782","31073","1956","93540","2672","89615","2711","167422","4281","N","N","7340","1330","N","N","N","N","N","N","N","N","14654","2525","154289","4598","1233","625","3898","1401","20114","2198","39369","3486","8928","1615","61461","3871","48152","3218","178024","5016","109613","4533","172606","4955","21777","2552","150829","4808","90836","4480","(X)","(X)","30.8","1.4","21.2","1.4","31.1","1.3","17.0","1.0","51.1","0.9","48.9","0.9","91.4","0.9","N","N","4.0","0.7","N","N","N","N","N","N","N","N","8.0","1.4","84.2","1.4","0.7","0.3","2.1","0.8","11.0","1.2","21.5","1.8","4.9","0.8","33.6","1.9","26.3","1.8","97.2","0.9","59.8","2.1","(X)","(X)","12.6","1.4","87.4","1.4","(X)","(X)"
"9700000US0802580","School District 27J, Colorado","69408","4301","11872","2320","22427","2616","24739","2710","10370","1784","35493","2517","33915","2681","58416","4020","N","N","N","N","N","N","N","N","N","N","N","N","16434","3165","46876","3656","1220","717","5036","2078","21923","3159","15122","1957","6301","1404","14246","2039","5560","1279","63152","4400","19806","2194","67686","4614","1483","689","66203","4606","96707","11004","(X)","(X)","17.1","3.2","32.3","3.0","35.6","3.2","14.9","2.5","51.1","2.1","48.9","2.1","84.2","3.1","N","N","N","N","N","N","N","N","N","N","N","N","23.7","4.1","67.5","4.2","1.8","1.0","7.3","2.9","31.6","3.8","21.8","2.2","9.1","1.9","20.5","3.0","8.0","2.0","91.0","3.0","28.5","3.5","(X)","(X)","2.2","1.0","97.8","1.0","(X)","(X)"
"9700000US0802910","Cherry Creek School District 5, Colorado","226516","6484","43208","3284","63811","3342","78564","3856","40933","2346","111560","3992","114956","3781","174160","5034","24989","3933","13833","1937","N","N","N","N","4846","1620","6889","1873","25035","2815","156579","4424","3032","934","7243","1772","38833","3731","48127","3648","17249","2562","68961","4465","43071","3536","216241","6620","112032","5190","224342","6505","9760","1853","214582","7006","99440","4031","(X)","(X)","19.1","1.2","28.2","1.3","34.7","1.3","18.1","1.0","49.3","0.9","50.7","0.9","76.9","1.8","11.0","1.6","6.1","0.8","N","N","N","N","2.1","0.7","3.0","0.8","11.1","1.1","69.1","1.8","1.3","0.4","3.2","0.8","17.1","1.4","21.2","1.5","7.6","1.1","30.4","1.8","19.0","1.6","95.5","0.9","49.5","2.0","(X)","(X)","4.4","0.9","95.6","0.9","(X)","(X)"
"9700000US0803060","Colorado Springs School District 11, Colorado","191186","6156","49820","4147","43521","3362","54772","3319","43073","2573","95149","4645","96037","3552","154749","6359","14271","2472","3916","1156","N","N","N","N","6394","2366","N","N","28367","3187","137492","5982","3474","1179","8468","1758","42650","3896","53966","4615","17023","1880","43104","3461","22501","2179","179244","6298","65605","3896","185789","6399","19835","2609","165954","6669","61895","2365","(X)","(X)","26.1","1.7","22.8","1.6","28.6","1.6","22.5","1.4","49.8","1.4","50.2","1.4","80.9","1.7","7.5","1.3","2.0","0.6","N","N","N","N","3.3","1.2","N","N","14.8","1.6","71.9","1.9","1.8","0.6","4.4","0.9","22.3","1.8","28.2","2.1","8.9","1.0","22.5","1.7","11.8","1.1","93.8","1.2","34.3","1.9","(X)","(X)","10.7","1.4","89.3","1.4","(X)","(X)"
"9700000US0803360","Denver County School District 1, Colorado","541386","5179","134077","2256","183754","3055","139847","2577","83708","950","269498","3265","271888","3067","433967","5452","46869","2523","16001","1532","N","N","N","N","20709","4237","20044","2445","118853","4641","343501","1540","14039","2494","23566","3151","94629","5297","98953","6143","27114","2883","177990","5892","105095","5330","503781","5892","283085","6749","530898","5395","55970","5651","474928","7016","77448","2424","(X)","(X)","24.8","0.4","33.9","0.4","25.8","0.4","15.5","0.2","49.8","0.3","50.2","0.3","80.2","0.8","8.7","0.5","3.0","0.3","N","N","N","N","3.8","0.8","3.7","0.4","22.0","0.7","63.4","0.6","2.6","0.5","4.4","0.6","17.5","1.0","18.3","1.1","5.0","0.5","32.9","1.1","19.4","1.0","93.1","0.8","52.3","1.2","(X)","(X)","10.5","1.0","89.5","1.0","(X)","(X)"
"9700000US0803450","Douglas County School District RE-1, Colorado","253877","2138","44784","799","66362","1620","98777","1356","43954","842","125532","1370","128345","1284","231162","1676","N","N","8636","1326","N","N","N","N","N","N","N","N","20855","1132","215389","1072","707","607","5605","1427","38389","3045","54865","3964","19316","1968","86317","3134","48678","3367","247565","2585","134995","4541","253100","2388","6617","1773","246483","2835","123366","3364","(X)","(X)","17.6","0.3","26.1","0.5","38.9","0.5","17.3","0.3","49.4","0.3","50.6","0.3","91.1","0.8","N","N","3.4","0.5","N","N","N","N","N","N","N","N","8.2","0.4","84.8","0.7","0.3","0.2","2.2","0.6","15.1","1.2","21.6","1.6","7.6","0.8","34.0","1.3","19.2","1.3","97.5","0.6","53.2","1.7","(X)","(X)","2.6","0.7","97.4","0.7","(X)","(X)"
"9700000US0803870","El Paso County School District 49, Colorado","69765","5268","13300","2518","25452","3069","21041","3050","9972","2020","34207","2853","35558","3179","58085","5095","N","N","N","N","N","N","N","N","N","N","N","N","8739","2562","53031","4830","126","160","1207","608","15208","2596","16237","2108","9573","2216","19079","2415","8335","1741","68432","5072","27414","2947","69765","5268","2302","1114","67463","5145","92067","10878","(X)","(X)","19.1","2.9","36.5","4.1","30.2","3.7","14.3","2.6","49.0","2.1","51.0","2.1","83.3","3.6","N","N","N","N","N","N","N","N","N","N","N","N","12.5","3.6","76.0","3.9","0.2","0.2","1.7","0.8","21.8","3.0","23.3","2.7","13.7","2.9","27.3","3.2","11.9","2.5","98.1","0.9","39.3","3.8","(X)","(X)","3.3","1.6","96.7","1.6","(X)","(X)"
"9700000US0803990","Poudre School District R-1, Colorado","173248","3994","59558","2897","39091","2382","46508","2881","28091","2459","86408","2673","86840","2595","158819","4810","N","N","2143","737","N","N","N","N","N","N","4491","1184","17832","1896","145626","4631","1144","498","3851","1091","29806","3433","46135","3851","13916","1977","50810","3559","27586","2612","168253","4055","78396","4229","165557","5090","25277","3541","140280","5811","72701","2906","(X)","(X)","34.4","1.5","22.6","1.4","26.8","1.5","16.2","1.3","49.9","1.0","50.1","1.0","91.7","1.3","N","N","1.2","0.4","N","N","N","N","N","N","2.6","0.7","10.3","1.1","84.1","1.3","0.7","0.3","2.2","0.6","17.2","1.9","26.6","2.2","8.0","1.1","29.3","1.9","15.9","1.5","97.1","0.7","45.3","2.2","(X)","(X)","15.3","2.1","84.7","2.1","(X)","(X)"
"9700000US0804350","Mesa County Valley School District 51, Colorado","114873","2063","22558","1042","27212","1215","34725","1389","30378","850","55906","1245","58967","1166","109127","1836","N","N","N","N","N","N","N","N","N","N","N","N","11682","1752","N","N","1732","747","8353","1721","31657","2687","32112","3099","9248","1815","21219","2283","10552","1783","104788","2909","31771","2778","112519","2150","10443","2219","102076","3279","61179","3033","(X)","(X)","19.6","0.8","23.7","0.9","30.2","0.9","26.4","0.9","48.7","0.5","51.3","0.5","95.0","0.8","N","N","N","N","N","N","N","N","N","N","N","N","10.2","1.4","N","N","1.5","0.6","7.3","1.5","27.6","2.3","28.0","2.5","8.1","1.6","18.5","2.0","9.2","1.5","91.2","1.6","27.7","2.5","(X)","(X)","9.3","2.0","90.7","2.0","(X)","(X)"
"9700000US0804410","Greeley School District 6, Colorado","87389","3778","25182","1972","21476","1800","25674","2329","15057","1590","41852","2494","45537","2432","75715","4000","N","N","N","N","N","N","N","N","3190","1192","N","N","27144","2767","54815","3247","4538","1171","5560","1223","24529","2328","24193","2662","8533","1408","11774","1762","8262","1180","77291","3542","20036","2289","82446","4066","10328","1978","72118","4406","60840","7264","(X)","(X)","28.8","1.9","24.6","1.9","29.4","2.1","17.2","1.7","47.9","1.8","52.1","1.8","86.6","2.4","N","N","N","N","N","N","N","N","3.7","1.4","N","N","31.1","2.8","62.7","2.7","5.2","1.3","6.4","1.3","28.1","2.5","27.7","2.9","9.8","1.6","13.5","1.9","9.5","1.3","88.4","1.8","22.9","2.4","(X)","(X)","12.5","2.4","87.5","2.4","(X)","(X)"
"9700000US0804530","Harrison School District 2, Colorado","58063","5524","21124","3609","16883","3039","12467","2210","7589","1542","30398","3299","27665","3184","40956","3966","N","N","N","N","N","N","N","N","N","N","N","N","13223","3274","N","N","1098","688","5063","1633","16495","3018","18413","2964","6148","1502","7968","1838","2878","1061","51902","5129","10846","2109","55554","5482","7227","2357","48327","5431","52842","8493","(X)","(X)","36.4","4.5","29.1","4.3","21.5","3.6","13.1","2.6","52.4","2.9","47.6","2.9","70.5","4.2","N","N","N","N","N","N","N","N","N","N","N","N","22.8","4.8","N","N","1.9","1.2","8.7","2.6","28.4","4.2","31.7","4.3","10.6","2.5","13.7","2.9","5.0","1.8","89.4","2.9","18.7","3.3","(X)","(X)","13.0","4.1","87.0","4.1","(X)","(X)"
"9700000US0804800","Jefferson County School District R-1, Colorado","461009","2781","85730","1525","124581","1933","152047","1357","98651","570","228481","1737","232528","1427","424175","2974","N","N","9663","1248","N","N","N","N","6607","1861","N","N","59370","1987","375989","1439","7187","1490","18068","2794","95105","5397","97574","4855","34546","2924","137369","4867","71160","3426","435754","3833","208529","5539","453498","3361","26872","3437","426626","4290","91438","2548","(X)","(X)","18.6","0.3","27.0","0.3","33.0","0.3","21.4","0.2","49.6","0.2","50.4","0.2","92.0","0.6","N","N","2.1","0.3","N","N","N","N","1.4","0.4","N","N","12.9","0.4","81.6","0.4","1.6","0.3","3.9","0.6","20.6","1.1","21.2","1.1","7.5","0.6","29.8","1.0","15.4","0.7","94.5","0.6","45.2","1.2","(X)","(X)","5.9","0.8","94.1","0.8","(X)","(X)"
"9700000US0805310","Littleton School District 6, Colorado","78343","3181","13870","2181","18523","1864","25977","2449","19973","1842","37905","2343","40438","2199","72707","3235","N","N","N","N","N","N","N","N","N","N","N","N","N","N","69327","3411","136","154","2462","967","13534","1925","14131","1599","5958","1373","26495","2533","15627","1956","75745","3209","42122","3067","77628","3199","4163","1004","73465","3181","88862","5903","(X)","(X)","17.7","2.6","23.6","2.3","33.2","2.7","25.5","2.3","48.4","2.1","51.6","2.1","92.8","1.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.5","2.1","0.2","0.2","3.1","1.2","17.3","2.4","18.0","2.0","7.6","1.7","33.8","2.8","19.9","2.4","96.7","1.3","53.8","3.1","(X)","(X)","5.4","1.3","94.6","1.3","(X)","(X)"
"9700000US0805370","St. Vrain Valley School District RE 1J, Colorado","135529","4290","23387","2907","38140","3161","46880","2887","27122","2013","66009","2926","69520","2777","126840","4217","N","N","1796","625","N","N","N","N","N","N","N","N","17746","2747","111972","4452","3519","1276","6573","1459","24785","2099","26676","2758","12050","1863","39288","3034","22638","2261","125437","4719","61926","3690","135005","4317","7896","1304","127109","4511","95344","4557","(X)","(X)","17.3","2.0","28.1","2.2","34.6","2.0","20.0","1.3","48.7","1.4","51.3","1.4","93.6","1.3","N","N","1.3","0.5","N","N","N","N","N","N","N","N","13.1","2.0","82.6","2.1","2.6","0.9","4.8","1.1","18.3","1.5","19.7","1.8","8.9","1.3","29.0","2.1","16.7","1.6","92.6","1.4","45.7","2.4","(X)","(X)","5.8","1.0","94.2","1.0","(X)","(X)"
"9700000US0805400","Thompson School District R-2J, Colorado","97469","4401","15620","2626","25846","2550","31096","2996","24907","2602","48158","2648","49311","2705","92443","4687","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","672","420","4230","1646","21743","3387","23342","2457","9612","2040","25159","3170","12711","1927","92567","5202","37870","3569","97030","4380","6322","2819","90708","6041","80315","5859","(X)","(X)","16.0","2.4","26.5","2.3","31.9","3.2","25.6","2.2","49.4","1.6","50.6","1.6","94.8","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.7","0.4","4.3","1.8","22.3","3.3","23.9","2.4","9.9","2.0","25.8","2.8","13.0","1.8","95.0","1.8","38.9","2.8","(X)","(X)","6.5","3.0","93.5","3.0","(X)","(X)"
"9700000US0806120","Pueblo City School District 60, Colorado","84989","1916","18220","1426","21276","1494","25455","1277","20038","1521","41809","1445","43180","1408","67819","3102","N","N","N","N","N","N","N","N","N","N","N","N","38611","2029","42023","2050","2321","829","6380","1163","25078","2724","25077","2450","9914","1409","11144","1633","5075","953","76288","2203","16219","1862","82238","2096","16473","2206","65765","2944","43320","3551","(X)","(X)","21.4","1.6","25.0","1.6","30.0","1.6","23.6","1.6","49.2","1.2","50.8","1.2","79.8","2.9","N","N","N","N","N","N","N","N","N","N","N","N","45.4","2.1","49.4","2.2","2.7","1.0","7.5","1.4","29.5","3.1","29.5","2.8","11.7","1.7","13.1","1.9","6.0","1.1","89.8","1.6","19.1","2.1","(X)","(X)","20.0","2.7","80.0","2.7","(X)","(X)"
"9700000US0806900","Adams 12 Five Star Schools, Colorado","167383","4971","38147","3243","48163","2615","51272","3485","29801","2084","84564","3293","82819","3509","142042","5759","N","N","9348","1611","N","N","N","N","5735","2328","N","N","42061","5018","108937","4646","5174","1751","10137","2407","46541","3943","38012","3685","13845","1823","34809","2671","18865","2324","152072","5213","53674","3804","166807","4927","10100","2530","156707","4907","84542","5254","(X)","(X)","22.8","1.8","28.8","1.6","30.6","1.7","17.8","1.2","50.5","1.4","49.5","1.4","84.9","2.0","N","N","5.6","1.0","N","N","N","N","3.4","1.4","N","N","25.1","2.7","65.1","2.6","3.1","1.0","6.1","1.4","27.8","2.2","22.7","2.1","8.3","1.1","20.8","1.6","11.3","1.3","90.9","1.8","32.1","2.1","(X)","(X)","6.1","1.5","93.9","1.5","(X)","(X)"
"9700000US0807230","Westminster Public School District, Colorado","50044","3787","12796","2291","15499","2312","13892","2016","7857","1405","25063","2542","24981","2453","41999","3439","N","N","1550","772","N","N","N","N","N","N","N","N","18362","3194","N","N","2461","1166","5534","1386","15090","2135","11556","1462","3427","840","7982","1308","3994","693","42049","2828","11976","1495","49784","3776","4539","1703","45245","3879","63668","8533","(X)","(X)","25.6","4.0","31.0","3.8","27.8","3.3","15.7","2.9","50.1","3.3","49.9","3.3","83.9","3.2","N","N","3.1","1.5","N","N","N","N","N","N","N","N","36.7","5.0","N","N","4.9","2.1","11.1","2.4","30.2","3.7","23.1","2.6","6.8","1.7","15.9","2.5","8.0","1.5","84.0","3.4","23.9","3.0","(X)","(X)","9.1","3.4","90.9","3.4","(X)","(X)"
"9700000US0900450","Bridgeport School District, Connecticut","85679","4796","22703","3726","21271","2270","25681","2583","16024","1938","38969","3210","46710","3415","37705","4490","32313","3499","N","N","N","N","N","N","10427","2522","2676","1205","29985","3544","22203","4502","8198","1490","9391","2032","29988","3395","18110","2935","5179","1504","9134","2217","5679","1204","68090","4575","14813","2573","82382","4465","17349","2729","65033","5119","45796","5254","(X)","(X)","26.5","3.6","24.8","2.7","30.0","2.4","18.7","2.4","45.5","2.7","54.5","2.7","44.0","4.2","37.7","3.4","N","N","N","N","N","N","12.2","3.0","3.1","1.4","35.0","4.2","25.9","4.6","9.6","1.6","11.0","2.3","35.0","3.9","21.1","3.1","6.0","1.7","10.7","2.3","6.6","1.4","79.5","2.8","17.3","2.7","(X)","(X)","21.1","3.5","78.9","3.5","(X)","(X)"
"9700000US0901020","Danbury School District, Connecticut","56977","4352","12126","2212","11581","2385","20076","2796","13194","2586","25712","2679","31265","2926","39385","4570","6491","2132","N","N","N","N","N","N","6180","3123","N","N","10782","3231","35759","4111","1667","799","3272","1162","15181","2637","11661","2195","5699","1753","13225","2526","6272","1515","52038","4050","19497","2971","54062","4283","4483","1370","49579","4387","79785","12706","(X)","(X)","21.3","3.8","20.3","3.6","35.2","3.9","23.2","4.3","45.1","3.1","54.9","3.1","69.1","5.9","11.4","3.5","N","N","N","N","N","N","10.8","5.5","N","N","18.9","5.5","62.8","5.6","2.9","1.4","5.7","2.0","26.6","4.0","20.5","3.7","10.0","3.1","23.2","4.1","11.0","2.5","91.3","2.4","34.2","4.4","(X)","(X)","8.3","2.6","91.7","2.6","(X)","(X)"
"9700000US0901920","Hartford School District, Connecticut","79955","3693","24053","2477","21385","2258","22125","2546","12392","1661","35873","2910","44082","2272","23956","2791","31411","3394","N","N","N","N","N","N","16657","3361","7278","2232","32369","3398","14689","2237","6661","1379","10771","1698","26914","2840","19301","2392","5076","1172","7342","1702","3890","1044","62523","3301","11232","1617","74505","3313","18209","2539","56296","3954","36194","4520","(X)","(X)","30.1","2.6","26.7","2.9","27.7","2.8","15.5","1.9","44.9","2.4","55.1","2.4","30.0","3.3","39.3","3.8","N","N","N","N","N","N","20.8","4.1","9.1","2.8","40.5","3.8","18.4","2.6","8.3","1.7","13.5","1.9","33.7","3.1","24.1","2.9","6.3","1.5","9.2","2.1","4.9","1.3","78.2","2.5","14.0","2.0","(X)","(X)","24.4","3.5","75.6","3.5","(X)","(X)"
"9700000US0902670","New Britain School District, Connecticut","51589","2468","15798","2223","11687","1907","14052","1866","10052","1879","24547","2151","27042","1845","31598","3584","N","N","N","N","N","N","N","N","9723","2665","N","N","23002","3043","20603","3040","2906","939","5331","1349","18619","3000","12212","2122","3401","917","6551","1278","2569","746","43352","2512","9120","1620","49427","2698","8545","1937","40882","3290","50591","4861","(X)","(X)","30.6","4.3","22.7","3.7","27.2","3.0","19.5","3.4","47.6","3.1","52.4","3.1","61.2","5.9","N","N","N","N","N","N","N","N","18.8","5.1","N","N","44.6","5.4","39.9","5.3","5.6","1.8","10.3","2.6","36.1","5.0","23.7","4.2","6.6","1.8","12.7","2.6","5.0","1.4","84.0","3.0","17.7","3.2","(X)","(X)","17.3","4.0","82.7","4.0","(X)","(X)"
"9700000US0902790","New Haven School District, Connecticut","89986","4160","30104","2686","21306","2519","24594","2874","13982","2181","42812","3138","47174","2658","43151","4272","31639","3545","3934","1120","N","N","N","N","7483","2441","3605","1593","23341","3199","30366","3454","3791","1116","7345","2220","31296","3431","19214","2921","3671","1009","13194","2246","11475","1653","78850","4117","24669","3182","82405","3863","16776","2663","65629","4246","41243","5963","(X)","(X)","33.5","2.8","23.7","2.7","27.3","2.6","15.5","2.3","47.6","2.3","52.4","2.3","48.0","4.0","35.2","3.7","4.4","1.2","N","N","N","N","8.3","2.7","4.0","1.7","25.9","3.2","33.7","3.5","4.2","1.2","8.2","2.4","34.8","3.6","21.4","3.0","4.1","1.1","14.7","2.4","12.8","1.8","87.6","2.4","27.4","3.4","(X)","(X)","20.4","3.2","79.6","3.2","(X)","(X)"
"9700000US0903090","Norwalk School District, Connecticut","60668","3625","11308","2153","15340","2349","20847","2340","13173","1890","27714","2383","32954","2611","42994","3487","10740","2376","4254","1717","N","N","N","N","N","N","N","N","8451","2185","35542","3485","2089","872","1838","753","12505","2449","10390","2099","5257","1162","17924","2598","10665","1761","56741","3729","28589","3406","60438","3612","4114","1459","56324","3622","92889","5721","(X)","(X)","18.6","3.4","25.3","3.6","34.4","3.1","21.7","2.9","45.7","2.8","54.3","2.8","70.9","4.4","17.7","3.8","7.0","2.7","N","N","N","N","N","N","N","N","13.9","3.6","58.6","4.6","3.4","1.4","3.0","1.3","20.6","4.1","17.1","3.3","8.7","1.8","29.5","3.5","17.6","2.7","93.5","2.1","47.1","4.3","(X)","(X)","6.8","2.4","93.2","2.4","(X)","(X)"
