"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"0500000US06065","Riverside County, California","1639146","13331","384105","4267","411811","6871","505808","5861","337422","2864","815721","6809","823425","8105","1061124","14853","123213","3470","110068","4724","15229","2023","N","N","268511","14805","54666","4931","687843","11947","680865","3310","81206","5788","117250","6230","456613","13206","474751","11750","136850","7342","241280","9130","131196","6730","1440690","14385","372476","11447","1611323","13591","151805","10318","1459518","16743","76068","1639","(X)","(X)","23.4","0.2","25.1","0.3","30.9","0.3","20.6","0.2","49.8","0.2","50.2","0.2","64.7","0.9","7.5","0.2","6.7","0.3","0.9","0.1","N","N","16.4","0.9","3.3","0.3","42.0","0.4","41.5","0.3","5.0","0.4","7.2","0.4","27.9","0.8","29.0","0.7","8.3","0.5","14.7","0.5","8.0","0.4","87.9","0.5","22.7","0.6","(X)","(X)","9.4","0.6","90.6","0.6","(X)","(X)"
"0500000US06067","Sacramento County, California","1068900","7633","231056","3239","282920","3877","341815","4092","213109","2156","511886","4633","557014","4509","641240","8246","110592","3234","162703","5461","N","N","11838","1286","73445","5822","61083","4704","199787","4858","535629","3767","35707","3435","58384","4043","259022","9742","291542","8689","105707","5249","217449","7397","101089","5761","974809","8531","318538","9582","1053787","7798","111034","8152","942753","11885","73980","1984","(X)","(X)","21.6","0.2","26.5","0.3","32.0","0.3","19.9","0.2","47.9","0.2","52.1","0.2","60.0","0.7","10.3","0.3","15.2","0.5","N","N","1.1","0.1","6.9","0.5","5.7","0.4","18.7","0.4","50.1","0.4","3.3","0.3","5.5","0.4","24.2","0.9","27.3","0.8","9.9","0.5","20.3","0.7","9.5","0.5","91.2","0.5","29.8","0.8","(X)","(X)","10.5","0.8","89.5","0.8","(X)","(X)"
"0500000US06071","San Bernardino County, California","1399650","11326","366273","3532","367916","5183","425642","6149","239819","3237","690022","7363","709628","5924","903454","13279","132807","4417","96363","4154","11872","1548","N","N","186973","10461","62091","5923","650297","10615","479642","2710","60279","5379","130516","8841","392572","9906","399038","11811","115735","6970","199458","8132","102052","6766","1208855","14354","301510","9990","1364379","11602","148302","9207","1216077","13085","70803","1665","(X)","(X)","26.2","0.2","26.3","0.3","30.4","0.3","17.1","0.2","49.3","0.3","50.7","0.3","64.5","0.7","9.5","0.3","6.9","0.3","0.8","0.1","N","N","13.4","0.7","4.4","0.4","46.5","0.4","34.3","0.3","4.3","0.4","9.3","0.6","28.0","0.7","28.5","0.8","8.3","0.5","14.3","0.5","7.3","0.5","86.4","0.7","21.5","0.7","(X)","(X)","10.9","0.7","89.1","0.7","(X)","(X)"
"0500000US06073","San Diego County, California","2328508","12711","567978","5416","608770","6516","702722","6566","449038","3295","1178061","8224","1150447","8004","1703163","14103","123847","3771","263058","7078","18762","2762","10415","1429","107113","8921","102150","7525","639290","9711","1219186","6064","81415","6315","111159","6190","468750","13359","597994","13969","195945","8665","551091","11695","322154","9736","2135934","14060","873245","14666","2258699","12841","190909","10153","2067790","16004","87776","1692","(X)","(X)","24.4","0.2","26.1","0.2","30.2","0.2","19.3","0.1","50.6","0.2","49.4","0.2","73.1","0.5","5.3","0.2","11.3","0.3","0.8","0.1","0.4","0.1","4.6","0.4","4.4","0.3","27.5","0.3","52.4","0.3","3.5","0.3","4.8","0.3","20.1","0.6","25.7","0.6","8.4","0.4","23.7","0.5","13.8","0.4","91.7","0.4","37.5","0.6","(X)","(X)","8.5","0.5","91.5","0.5","(X)","(X)"
"0500000US06075","San Francisco County, California","662741","7471","137970","3867","204277","4408","186921","2775","133573","1624","333038","4995","329703","4228","321544","5390","39202","1610","227856","5046","N","N","N","N","40643","4053","28074","3504","81665","3588","290914","3580","36013","3368","28587","3325","77367","4895","101579","6634","32500","3080","239581","7599","147114","6653","598141","8234","386695","7955","653111","7627","62323","5294","590788","8438","126548","5235","(X)","(X)","20.8","0.5","30.8","0.5","28.2","0.4","20.2","0.3","50.3","0.4","49.7","0.4","48.5","0.7","5.9","0.2","34.4","0.6","N","N","N","N","6.1","0.6","4.2","0.5","12.3","0.5","43.9","0.5","5.4","0.5","4.3","0.5","11.7","0.7","15.3","0.9","4.9","0.5","36.2","1.1","22.2","1.0","90.3","0.7","58.3","1.2","(X)","(X)","9.5","0.8","90.5","0.8","(X)","(X)"
"0500000US06077","San Joaquin County, California","479513","5509","115844","2649","120234","3713","149230","3107","94205","1433","238626","3462","240887","3464","286745","6757","40394","1502","73981","3240","N","N","2864","833","31219","4496","40308","4833","158272","4784","187593","1077","30109","3520","39005","3890","150077","6566","125869","5718","43586","3804","64860","5280","26007","2778","410399","6067","90867","6072","464245","5558","48945","5194","415300","7607","72935","2627","(X)","(X)","24.2","0.5","25.1","0.6","31.1","0.5","19.6","0.4","49.8","0.4","50.2","0.4","59.8","1.3","8.4","0.3","15.4","0.6","N","N","0.6","0.2","6.5","0.9","8.4","1.0","33.0","0.7","39.1","0.5","6.3","0.7","8.1","0.8","31.3","1.4","26.2","1.2","9.1","0.8","13.5","1.1","5.4","0.6","85.6","1.0","18.9","1.2","(X)","(X)","10.5","1.1","89.5","1.1","(X)","(X)"
"0500000US06079","San Luis Obispo County, California","222201","2692","57240","1383","43880","1280","62618","1550","58463","798","110571","2212","111630","1379","194871","2742","N","N","8254","916","N","N","N","N","6494","2122","N","N","39134","2018","163905","1467","4110","1537","10472","1998","45416","4143","68857","3988","19566","2210","46661","4209","27119","2320","207619","2892","73780","4792","208121","3193","24900","3675","183221","4720","77668","3947","(X)","(X)","25.8","0.5","19.7","0.5","28.2","0.5","26.3","0.4","49.8","0.6","50.2","0.6","87.7","1.3","N","N","3.7","0.4","N","N","N","N","2.9","0.9","N","N","17.6","0.8","73.8","0.8","1.8","0.7","4.7","0.9","20.4","1.9","31.0","1.8","8.8","1.0","21.0","1.9","12.2","1.0","93.4","1.0","33.2","2.1","(X)","(X)","12.0","1.8","88.0","1.8","(X)","(X)"
"0500000US06081","San Mateo County, California","502997","7427","86655","3566","122683","4430","174542","3794","119117","1429","244058","5210","258939","4480","274872","5749","15072","930","151837","4357","N","N","6346","1156","33701","4088","19079","2268","88553","5142","227667","3318","16136","2284","18323","2768","76629","6171","93004","5447","38604","3198","150597","5325","109704","4312","468538","7791","260301","6441","499364","7447","24424","3191","474940","7608","142898","5240","(X)","(X)","17.2","0.6","24.4","0.7","34.7","0.7","23.7","0.4","48.5","0.6","51.5","0.6","54.6","0.9","3.0","0.2","30.2","0.7","N","N","1.3","0.2","6.7","0.8","3.8","0.4","17.6","0.9","45.3","0.7","3.2","0.4","3.6","0.6","15.2","1.1","18.5","1.1","7.7","0.6","29.9","1.0","21.8","0.9","93.1","0.8","51.8","1.3","(X)","(X)","4.9","0.6","95.1","0.6","(X)","(X)"
"0500000US06083","Santa Barbara County, California","281506","5488","80883","3012","56624","2557","77620","2344","66379","1139","137761","4234","143745","2873","224460","4863","N","N","12951","1174","2917","900","N","N","23363","3562","9688","2004","87327","5091","165942","1121","8644","1524","12048","2245","56008","4174","86649","5345","22764","2775","59311","4009","36082","3049","260814","5208","95393","4391","266890","5497","31576","3189","235314","6125","82203","4817","(X)","(X)","28.7","0.7","20.1","0.7","27.6","0.7","23.6","0.6","48.9","0.8","51.1","0.8","79.7","1.4","N","N","4.6","0.4","1.0","0.3","N","N","8.3","1.2","3.4","0.7","31.0","1.3","58.9","1.1","3.1","0.5","4.3","0.8","19.9","1.4","30.8","1.8","8.1","1.0","21.1","1.5","12.8","1.1","92.6","0.9","33.9","1.6","(X)","(X)","11.8","1.2","88.2","1.2","(X)","(X)"
"0500000US06085","Santa Clara County, California","1184434","11449","252638","4504","280683","6496","410894","4737","240219","3210","592948","7454","591486","6144","600699","8358","36731","2064","403293","7157","5909","1496","3049","534","81293","8031","53460","4961","245877","7209","455893","4297","49900","4717","51049","4365","182050","8035","235960","9683","86956","4581","336578","8826","241941","7571","1083485","11306","578519","11362","1158615","11542","70978","5062","1087637","12140","128821","3722","(X)","(X)","21.3","0.3","23.7","0.4","34.7","0.3","20.3","0.3","50.1","0.3","49.9","0.3","50.7","0.6","3.1","0.2","34.0","0.5","0.5","0.1","0.3","0.1","6.9","0.7","4.5","0.4","20.8","0.5","38.5","0.4","4.2","0.4","4.3","0.4","15.4","0.6","19.9","0.8","7.3","0.4","28.4","0.7","20.4","0.6","91.5","0.5","48.8","0.9","(X)","(X)","6.1","0.4","93.9","0.4","(X)","(X)"
"0500000US06087","Santa Cruz County, California","198382","3753","52181","2002","40043","1925","60120","1933","46038","975","97175","2309","101207","1963","161556","4626","N","N","10381","1000","N","N","N","N","13437","3004","N","N","47783","3555","131424","1167","5735","1555","7343","2235","34683","3300","50538","3796","18021","2127","49440","4225","32622","2618","185304","3583","82062","4428","188830","4053","19937","3326","168893","4457","93558","8044","(X)","(X)","26.3","0.8","20.2","0.7","30.3","0.9","23.2","0.6","49.0","0.5","51.0","0.5","81.4","1.7","N","N","5.2","0.5","N","N","N","N","6.8","1.5","N","N","24.1","1.4","66.2","1.3","2.9","0.8","3.7","1.1","17.5","1.7","25.5","1.8","9.1","1.0","24.9","2.1","16.4","1.4","93.4","1.1","41.4","2.3","(X)","(X)","10.6","1.7","89.4","1.7","(X)","(X)"
"0500000US06089","Shasta County, California","138373","849","24171","759","31996","1022","44721","1065","37485","595","67525","794","70848","608","122408","1395","N","N","3817","669","N","N","N","N","N","N","N","N","11499","600","114584","388","1740","744","7732","1636","36923","2756","45729","3035","17487","2149","20545","2266","8217","1182","128901","1740","28762","2455","136723","913","16915","2961","119808","2948","63532","3494","(X)","(X)","17.5","0.5","23.1","0.7","32.3","0.7","27.1","0.5","48.8","0.4","51.2","0.4","88.5","1.0","N","N","2.8","0.5","N","N","N","N","N","N","N","N","8.3","0.4","82.8","0.5","1.3","0.5","5.6","1.2","26.7","2.0","33.0","2.2","12.6","1.6","14.8","1.6","5.9","0.9","93.2","1.2","20.8","1.8","(X)","(X)","12.4","2.2","87.6","2.2","(X)","(X)"
"0500000US06095","Solano County, California","314933","4204","64055","2125","79013","2083","103203","2286","68662","1387","155264","2785","159669","3257","178077","4146","48675","1959","49055","2498","N","N","N","N","17154","2955","16809","2918","63580","3154","137376","853","10287","2200","16692","2294","76983","4701","95177","4685","30665","2956","56778","4290","28351","2967","287954","4861","85129","5249","305728","4258","23448","3304","282280","5105","87595","3935","(X)","(X)","20.3","0.5","25.1","0.6","32.8","0.6","21.8","0.4","49.3","0.7","50.7","0.7","56.5","1.2","15.5","0.6","15.6","0.7","N","N","N","N","5.4","0.9","5.3","0.9","20.2","0.8","43.6","0.6","3.3","0.7","5.3","0.7","24.4","1.4","30.2","1.5","9.7","0.9","18.0","1.3","9.0","1.0","91.4","0.9","27.0","1.6","(X)","(X)","7.7","1.1","92.3","1.1","(X)","(X)"
"0500000US06097","Sonoma County, California","361748","4687","62728","2333","77939","2546","121598","2506","99483","1359","174281","2640","187467","3031","293209","4379","N","N","13361","1584","N","N","N","N","28546","3979","16182","2821","65061","3828","263875","1108","9543","1868","17143","2484","70647","4594","95615","5385","35622","3542","84582","4323","48596","3403","335062","4691","133178","5216","356963","4772","23942","2958","333021","5582","90567","2985","(X)","(X)","17.3","0.5","21.5","0.6","33.6","0.6","27.5","0.5","48.2","0.4","51.8","0.4","81.1","1.2","N","N","3.7","0.4","N","N","N","N","7.9","1.1","4.5","0.8","18.0","0.8","72.9","0.9","2.6","0.5","4.7","0.7","19.5","1.2","26.4","1.5","9.8","1.0","23.4","1.2","13.4","0.9","92.6","0.8","36.8","1.4","(X)","(X)","6.7","0.8","93.3","0.8","(X)","(X)"
"0500000US06099","Stanislaus County, California","348773","4024","86012","2279","88281","2704","105064","2562","69416","1907","169094","2602","179679","2634","280855","5293","N","N","20497","1269","N","N","N","N","17630","2886","13528","2286","128390","3864","176591","1224","20112","3430","27734","3649","110577","6233","105430","5693","26102","2730","42455","3416","16363","2216","300927","5750","58818","4226","346460","4007","36055","3810","310405","6030","66043","3285","(X)","(X)","24.7","0.6","25.3","0.7","30.1","0.7","19.9","0.6","48.5","0.5","51.5","0.5","80.5","1.1","N","N","5.9","0.4","N","N","N","N","5.1","0.8","3.9","0.6","36.8","0.8","50.6","0.6","5.8","1.0","8.0","1.0","31.7","1.8","30.2","1.6","7.5","0.8","12.2","1.0","4.7","0.6","86.3","1.3","16.9","1.2","(X)","(X)","10.4","1.1","89.6","1.1","(X)","(X)"
"0500000US06101","Sutter County, California","63493","2041","14131","1104","14186","1308","20813","1277","14363","587","31024","1558","32469","1377","44347","1659","N","N","9617","956","N","N","N","N","3002","1453","N","N","14452","1595","N","N","2915","959","5290","1296","16196","1933","19297","2512","6389","1035","8179","1304","5227","1172","55288","2588","13406","1880","62815","2074","6623","1514","56192","2262","69475","8687","(X)","(X)","22.3","1.5","22.3","1.7","32.8","1.8","22.6","1.2","48.9","1.7","51.1","1.7","69.8","2.8","N","N","15.1","1.3","N","N","N","N","4.7","2.2","N","N","22.8","1.9","N","N","4.6","1.5","8.3","2.0","25.5","3.0","30.4","3.6","10.1","1.6","12.9","2.1","8.2","1.8","87.1","2.7","21.1","2.9","(X)","(X)","10.5","2.3","89.5","2.3","(X)","(X)"
"0500000US06103","Tehama County, California","47296","1194","7170","978","12642","1617","14553","968","12931","589","23829","701","23467","1199","41733","1486","N","N","N","N","N","N","N","N","N","N","N","N","8659","1142","N","N","2114","1116","5657","1756","15052","2204","12101","2044","4748","1293","4624","1634","3000","1265","39525","2345","7624","2026","46855","1260","6766","1959","40089","2358","57135","13130","(X)","(X)","15.2","2.1","26.7","3.1","30.8","2.0","27.3","1.3","50.4","1.7","49.6","1.7","88.2","2.6","N","N","N","N","N","N","N","N","N","N","N","N","18.3","2.0","N","N","4.5","2.4","12.0","3.7","31.8","4.5","25.6","4.2","10.0","2.7","9.8","3.5","6.3","2.7","83.6","4.2","16.1","4.3","(X)","(X)","14.4","4.2","85.6","4.2","(X)","(X)"
"0500000US06107","Tulare County, California","274023","5358","75255","2242","71800","2837","79517","3219","47451","1379","132220","3473","141803","3291","187459","6321","N","N","11104","860","N","N","N","N","53171","6854","11517","2570","149842","5247","102542","773","21605","3393","23777","3196","77652","5327","79712","5622","33114","4036","25797","3696","12366","2319","228641","6515","38163","4106","270499","5460","37845","5043","232654","7621","61568","3114","(X)","(X)","27.5","0.8","26.2","0.8","29.0","1.0","17.3","0.4","48.3","0.8","51.7","0.8","68.4","2.3","N","N","4.1","0.3","N","N","N","N","19.4","2.4","4.2","0.9","54.7","0.9","37.4","0.7","7.9","1.2","8.7","1.2","28.3","1.9","29.1","1.9","12.1","1.4","9.4","1.3","4.5","0.9","83.4","1.6","13.9","1.5","(X)","(X)","14.0","1.9","86.0","1.9","(X)","(X)"
"0500000US06111","Ventura County, California","572857","5535","124333","2726","127504","3056","194277","3878","126743","1779","277234","3720","295623","3224","468506","6421","N","N","44326","2222","3127","1047","N","N","23348","3772","19618","2399","189315","5180","312169","1464","18380","2122","26683","3282","126237","7165","147322","6856","58015","4096","125212","5487","71008","3898","527794","5975","196220","6477","563842","5695","34980","4335","528862","6374","97017","3044","(X)","(X)","21.7","0.4","22.3","0.5","33.9","0.6","22.1","0.3","48.4","0.4","51.6","0.4","81.8","0.8","N","N","7.7","0.4","0.5","0.2","N","N","4.1","0.7","3.4","0.4","33.0","0.7","54.5","0.5","3.2","0.4","4.7","0.6","22.0","1.2","25.7","1.2","10.1","0.7","21.9","1.0","12.4","0.7","92.1","0.7","34.3","1.2","(X)","(X)","6.2","0.8","93.8","0.8","(X)","(X)"
"0500000US06113","Yolo County, California","153604","3630","50314","2850","34718","1566","41349","1526","27223","814","73686","1998","79918","2586","114770","2917","N","N","19435","2268","N","N","N","N","5948","1669","5516","1234","40846","2171","81956","1071","4985","1470","6952","1682","34039","3382","40148","4570","14516","2164","30866","2706","22098","2075","141667","3948","52964","3416","147411","3778","24664","3882","122747","3928","78511","6013","(X)","(X)","32.8","1.3","22.6","1.0","26.9","0.9","17.7","0.6","48.0","0.9","52.0","0.9","74.7","1.6","N","N","12.7","1.3","N","N","N","N","3.9","1.1","3.6","0.8","26.6","1.1","53.4","1.2","3.2","1.0","4.5","1.1","22.2","2.3","26.1","2.7","9.5","1.5","20.1","1.7","14.4","1.4","92.2","1.4","34.5","2.2","(X)","(X)","16.7","2.5","83.3","2.5","(X)","(X)"
"0500000US06115","Yuba County, California","52934","1236","12376","1067","13765","1129","16826","1055","9967","899","26549","1098","26385","850","42997","1229","N","N","N","N","N","N","N","N","N","N","N","N","11596","1075","N","N","2362","1009","6033","1562","14231","1813","15905","2199","5218","1263","6743","1518","2442","768","44539","2109","9185","1747","51943","1401","7534","1874","44409","2173","59263","4879","(X)","(X)","23.4","1.8","26.0","1.9","31.8","2.0","18.8","1.8","50.2","1.4","49.8","1.4","81.2","1.9","N","N","N","N","N","N","N","N","N","N","N","N","21.9","1.7","N","N","4.5","1.9","11.4","3.0","26.9","3.2","30.0","4.0","9.9","2.4","12.7","2.9","4.6","1.5","84.1","3.3","17.4","3.4","(X)","(X)","14.5","3.6","85.5","3.6","(X)","(X)"
"0500000US08001","Adams County, Colorado","344584","3935","81313","1657","101752","3052","107054","2324","54465","823","173835","3093","170749","2491","286662","5052","9604","1566","12715","1166","N","N","N","N","15879","2963","15205","2778","110193","3790","202564","830","13842","2808","30072","3596","107177","5261","78872","5014","28684","2558","58250","3623","27687","2515","300670","4905","85937","4467","341449","4444","23904","3767","317545","5700","78418","2889","(X)","(X)","23.6","0.5","29.5","0.7","31.1","0.6","15.8","0.3","50.4","0.6","49.6","0.6","83.2","1.2","2.8","0.5","3.7","0.3","N","N","N","N","4.6","0.8","4.4","0.8","32.0","0.8","58.8","0.7","4.0","0.8","8.7","1.0","31.1","1.5","22.9","1.4","8.3","0.7","16.9","1.1","8.0","0.7","87.3","1.2","24.9","1.3","(X)","(X)","7.0","1.1","93.0","1.1","(X)","(X)"
"0500000US08005","Arapahoe County, Colorado","456141","4885","92120","2498","126754","3143","151348","1993","85919","875","225003","2980","231138","2881","348283","4938","49615","2699","23335","2037","N","N","N","N","15781","3337","14337","2975","60643","3861","309462","2149","9247","1788","19304","2651","97163","5260","98222","4758","39517","3347","121513","4651","71175","4488","427590","5383","192688","6082","451758","4997","28717","3657","423041","5968","85302","2312","(X)","(X)","20.2","0.4","27.8","0.5","33.2","0.4","18.8","0.3","49.3","0.4","50.7","0.4","76.4","0.8","10.9","0.6","5.1","0.4","N","N","N","N","3.5","0.7","3.1","0.7","13.3","0.8","67.8","0.6","2.0","0.4","4.2","0.6","21.3","1.1","21.5","1.0","8.7","0.7","26.6","1.0","15.6","1.0","93.7","0.7","42.2","1.4","(X)","(X)","6.4","0.8","93.6","0.8","(X)","(X)"
"0500000US08013","Boulder County, Colorado","247368","2323","67332","1434","55332","1553","78035","1358","46669","794","123939","1505","123429","1437","229673","2335","N","N","7154","1197","N","N","N","N","N","N","N","N","23971","1940","207459","1236","3736","1341","7655","1739","30040","2636","50586","3842","13860","2006","81327","3389","60164","3446","235977","3051","141491","4108","236575","3015","27176","2327","209399","3183","90237","2615","(X)","(X)","27.2","0.5","22.4","0.5","31.5","0.6","18.9","0.3","50.1","0.4","49.9","0.4","92.8","0.6","N","N","2.9","0.5","N","N","N","N","N","N","N","N","9.7","0.7","83.9","0.8","1.5","0.5","3.1","0.7","12.1","1.1","20.4","1.5","5.6","0.8","32.9","1.3","24.3","1.4","95.4","0.8","57.2","1.7","(X)","(X)","11.5","0.9","88.5","0.9","(X)","(X)"
"0500000US08014","Broomfield County, Colorado","53297","917","10962","377","14025","912","18635","790","9675","488","26391","779","26906","594","46475","1285","N","N","3397","394","N","N","N","N","N","N","N","N","5687","570","42434","449","1230","743","1173","766","8222","1406","10067","1147","4590","924","16870","1450","11145","1549","50894","1247","28015","1735","52947","1045","1705","564","51242","990","111641","10951","(X)","(X)","20.6","0.7","26.3","1.4","35.0","1.5","18.2","1.0","49.5","1.0","50.5","1.0","87.2","2.0","N","N","6.4","0.7","N","N","N","N","N","N","N","N","10.7","1.0","79.6","1.0","2.3","1.4","2.2","1.4","15.4","2.6","18.9","2.2","8.6","1.7","31.7","2.8","20.9","2.9","95.5","1.7","52.6","3.3","(X)","(X)","3.2","1.0","96.8","1.0","(X)","(X)"
"0500000US08031","Denver County, Colorado","541386","5179","134077","2256","183754","3055","139847","2577","83708","950","269498","3265","271888","3067","433967","5452","46869","2523","16001","1532","N","N","N","N","20709","4237","20044","2445","118853","4641","343501","1540","14039","2494","23566","3151","94629","5297","98953","6143","27114","2883","177990","5892","105095","5330","503781","5892","283085","6749","530898","5395","55970","5651","474928","7016","77448","2424","(X)","(X)","24.8","0.4","33.9","0.4","25.8","0.4","15.5","0.2","49.8","0.3","50.2","0.3","80.2","0.8","8.7","0.5","3.0","0.3","N","N","N","N","3.8","0.8","3.7","0.4","22.0","0.7","63.4","0.6","2.6","0.5","4.4","0.6","17.5","1.0","18.3","1.1","5.0","0.5","32.9","1.1","19.4","1.0","93.1","0.8","52.3","1.2","(X)","(X)","10.5","1.0","89.5","1.0","(X)","(X)"
"0500000US08035","Douglas County, Colorado","252510","2145","44784","799","66267","1602","98144","1218","43315","739","124880","1347","127630","1306","229902","1573","N","N","8636","1326","N","N","N","N","N","N","N","N","20628","1103","214249","888","707","607","5605","1427","38137","3022","54205","3914","19220","1960","86060","3095","48576","3357","246198","2613","134636","4474","251733","2378","6617","1773","245116","2778","123384","3423","(X)","(X)","17.7","0.3","26.2","0.5","38.9","0.5","17.2","0.3","49.5","0.3","50.5","0.3","91.0","0.8","N","N","3.4","0.5","N","N","N","N","N","N","N","N","8.2","0.4","84.8","0.7","0.3","0.2","2.2","0.6","15.1","1.2","21.5","1.6","7.6","0.8","34.1","1.3","19.2","1.3","97.5","0.6","53.3","1.7","(X)","(X)","2.6","0.7","97.4","0.7","(X)","(X)"
"0500000US08041","El Paso County, Colorado","532111","3263","135867","1552","140099","2357","162201","1756","93944","729","270447","1740","261664","2130","438746","4699","34188","1843","13430","1264","N","N","N","N","15328","3325","N","N","75591","2715","388752","1457","6630","1401","20597","2906","118662","5980","141226","5991","57647","4344","120029","5567","67320","4018","504884","4952","187349","6531","516414","3892","41070","4053","475344","5440","73611","1862","(X)","(X)","25.5","0.3","26.3","0.4","30.5","0.3","17.7","0.2","50.8","0.2","49.2","0.2","82.5","0.8","6.4","0.4","2.5","0.2","N","N","N","N","2.9","0.6","N","N","14.2","0.4","73.1","0.4","1.2","0.3","3.9","0.5","22.3","1.1","26.5","1.1","10.8","0.8","22.6","1.1","12.7","0.7","94.9","0.6","35.2","1.2","(X)","(X)","8.0","0.8","92.0","0.8","(X)","(X)"
"0500000US08059","Jefferson County, Colorado","455403","2368","83163","1190","122681","1747","151318","1295","98241","471","225827","1501","229576","1203","419383","2782","N","N","9530","1208","N","N","N","N","6607","1861","N","N","59180","1960","371387","1042","6794","1443","18034","2787","94746","5416","96784","4925","33985","2886","135524","4725","69536","3407","430575","3624","205060","5306","448020","3089","26667","3408","421353","4012","91412","2700","(X)","(X)","18.3","0.2","26.9","0.3","33.2","0.2","21.6","0.1","49.6","0.1","50.4","0.1","92.1","0.6","N","N","2.1","0.3","N","N","N","N","1.5","0.4","N","N","13.0","0.4","81.6","0.4","1.5","0.3","4.0","0.6","20.8","1.2","21.3","1.1","7.5","0.6","29.8","1.0","15.3","0.8","94.5","0.6","45.0","1.2","(X)","(X)","6.0","0.8","94.0","0.8","(X)","(X)"
"0500000US08069","Larimer County, Colorado","280263","1809","76653","964","65086","1830","81175","1393","57349","616","138868","1254","141395","1082","260730","2510","N","N","3571","879","N","N","N","N","N","N","6113","1387","26804","1142","240270","780","1816","654","8274","2124","52987","4904","71516","4501","24023","2874","78802","4543","42845","3187","270173","2811","121647","4849","272096","2966","32510","5075","239586","5690","75220","2636","(X)","(X)","27.4","0.3","23.2","0.6","29.0","0.5","20.5","0.3","49.5","0.3","50.5","0.3","93.0","0.8","N","N","1.3","0.3","N","N","N","N","N","N","2.2","0.5","9.6","0.4","85.7","0.5","0.6","0.2","3.0","0.8","18.9","1.7","25.5","1.6","8.6","1.0","28.1","1.6","15.3","1.1","96.4","0.8","43.4","1.7","(X)","(X)","11.9","1.9","88.1","1.9","(X)","(X)"
"0500000US08077","Mesa County, Colorado","117220","1908","23002","808","27555","1171","35604","1281","31059","789","57024","1241","60196","1032","111423","1674","N","N","N","N","N","N","N","N","N","N","N","N","11782","1753","N","N","1787","747","8509","1709","32216","2739","32648","3053","9385","1807","21964","2362","10711","1788","106924","2780","32675","2877","114866","2003","10771","2311","104095","3196","61171","3017","(X)","(X)","19.6","0.7","23.5","0.8","30.4","0.8","26.5","0.8","48.6","0.5","51.4","0.5","95.1","0.8","N","N","N","N","N","N","N","N","N","N","N","N","10.1","1.3","N","N","1.5","0.6","7.3","1.5","27.5","2.3","27.9","2.5","8.0","1.5","18.7","2.0","9.1","1.5","91.2","1.5","27.9","2.5","(X)","(X)","9.4","2.0","90.6","2.0","(X)","(X)"
