"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"1600000US0657792","Pleasanton city, California","49333","2583","6166","1225","9945","1585","20612","1812","12610","1732","24300","1673","25033","1757","34139","3031","N","N","11328","1937","N","N","N","N","N","N","N","N","4808","1266","31230","2886","591","651","1228","647","6059","1178","7833","1408","3347","753","18018","2101","12257","1540","47514","2598","30275","2320","49198","2632","1954","804","47244","2577","158207","15439","(X)","(X)","12.5","2.4","20.2","3.2","41.8","2.9","25.6","3.1","49.3","2.3","50.7","2.3","69.2","4.3","N","N","23.0","3.8","N","N","N","N","N","N","N","N","9.7","2.6","63.3","4.2","1.2","1.3","2.5","1.3","12.3","2.4","15.9","2.6","6.8","1.5","36.5","3.7","24.8","2.9","96.3","1.6","61.4","3.5","(X)","(X)","4.0","1.6","96.0","1.6","(X)","(X)"
"1600000US0658072","Pomona city, California","91145","3742","26986","2651","24569","2793","23503","2764","16087","2045","43564","2230","47581","2993","44229","4703","6265","1421","10677","2070","N","N","N","N","25873","4220","N","N","58274","4335","14961","2524","7147","1412","10514","1905","23917","2806","26164","3185","6206","1482","13146","2364","4051","1021","73484","3563","17197","2684","87868","3793","9619","1780","78249","4129","70332","5348","(X)","(X)","29.6","2.6","27.0","3.1","25.8","2.5","17.6","2.1","47.8","2.0","52.2","2.0","48.5","4.5","6.9","1.6","11.7","2.3","N","N","N","N","28.4","4.5","N","N","63.9","3.6","16.4","2.7","7.8","1.5","11.5","1.9","26.2","3.0","28.7","3.4","6.8","1.6","14.4","2.4","4.4","1.1","80.6","2.6","18.9","2.8","(X)","(X)","10.9","2.1","89.1","2.1","(X)","(X)"
"1600000US0659444","Rancho Cordova city, California","45834","2799","9781","1615","13746","1765","13340","1837","8967","1683","21579","1658","24255","2008","27844","2710","N","N","5861","1613","N","N","N","N","2423","896","4226","1327","7706","1924","23514","2717","798","401","2868","852","11201","1591","13823","1682","4839","1068","9009","1564","3296","903","42168","2823","12305","1964","45650","2834","5297","1699","40353","3093","72773","4810","(X)","(X)","21.3","3.0","30.0","4.2","29.1","3.3","19.6","3.3","47.1","2.6","52.9","2.6","60.7","4.7","N","N","12.8","3.4","N","N","N","N","5.3","1.9","9.2","2.8","16.8","4.1","51.3","4.9","1.7","0.9","6.3","1.8","24.4","3.0","30.2","3.0","10.6","2.3","19.7","3.2","7.2","2.0","92.0","2.1","26.8","4.0","(X)","(X)","11.6","3.7","88.4","3.7","(X)","(X)"
"1600000US0659451","Rancho Cucamonga city, California","124277","3926","28045","2991","31140","2807","42598","3307","22494","2712","60099","2950","64178","3060","79132","4925","N","N","13264","2739","N","N","N","N","12106","3970","N","N","43988","4665","50967","3991","2541","1071","5974","1722","23615","3043","35603","3243","13099","2009","27378","2875","16067","2664","115762","4335","43445","4094","121359","3986","9237","2164","112122","4342","94587","6259","(X)","(X)","22.6","2.2","25.1","2.3","34.3","2.3","18.1","2.1","48.4","1.8","51.6","1.8","63.7","3.5","N","N","10.7","2.2","N","N","N","N","9.7","3.2","N","N","35.4","3.7","41.0","2.8","2.0","0.9","4.8","1.4","19.0","2.5","28.6","2.3","10.5","1.7","22.0","2.1","12.9","2.1","93.1","1.6","35.0","2.9","(X)","(X)","7.6","1.8","92.4","1.8","(X)","(X)"
"1600000US0659920","Redding city, California","69491","1837","13752","1454","17389","1488","21675","1660","16675","1647","34726","1599","34765","1326","60896","1772","N","N","2389","679","N","N","N","N","N","N","N","N","5573","1184","57004","1722","654","354","3389","1077","18047","2234","23121","2126","8296","1300","11620","1630","4364","796","65448","2097","15984","1776","68099","1895","8187","1664","59912","2224","64122","4746","(X)","(X)","19.8","2.0","25.0","2.4","31.2","2.1","24.0","2.2","50.0","1.6","50.0","1.6","87.6","1.7","N","N","3.4","1.0","N","N","N","N","N","N","N","N","8.0","1.7","82.0","1.9","0.9","0.5","4.9","1.6","26.0","2.9","33.3","3.0","11.9","1.9","16.7","2.4","6.3","1.1","94.2","1.6","23.0","2.6","(X)","(X)","12.0","2.4","88.0","2.4","(X)","(X)"
"1600000US0659962","Redlands city, California","55082","2294","11958","2195","12419","2037","18866","2142","11839","2358","26186","2018","28896","1957","44164","3237","N","N","5417","1891","N","N","N","N","N","N","N","N","12583","2471","33395","3747","647","396","3978","1535","8412","1846","10895","2070","3746","1314","13337","2466","14067","2596","50457","2483","27404","3062","53271","2406","4293","1259","48978","2469","76076","16433","(X)","(X)","21.7","3.9","22.5","4.0","34.3","3.4","21.5","3.9","47.5","3.0","52.5","3.0","80.2","4.3","N","N","9.8","3.4","N","N","N","N","N","N","N","N","22.8","4.6","60.6","5.7","1.2","0.7","7.2","2.7","15.3","3.4","19.8","3.7","6.8","2.4","24.2","4.2","25.5","4.6","91.6","2.9","49.8","4.9","(X)","(X)","8.1","2.3","91.9","2.3","(X)","(X)"
"1600000US0660018","Redondo Beach city, California","47480","2377","6109","1154","17108","2292","16408","2004","7855","1714","22720","2085","24760","1695","34301","3067","N","N","8250","2319","N","N","N","N","N","N","N","N","4519","1346","31201","3051","570","386","991","887","3438","972","10233","2287","3254","1009","19586","2414","9408","1425","45919","2360","28994","2654","47357","2395","1850","830","45507","2318","107108","16309","(X)","(X)","12.9","2.4","36.0","4.9","34.6","3.7","16.5","3.2","47.9","3.2","52.1","3.2","72.2","5.5","N","N","17.4","4.8","N","N","N","N","N","N","N","N","9.5","2.9","65.7","5.5","1.2","0.8","2.1","1.8","7.2","2.0","21.6","4.7","6.9","2.1","41.3","4.6","19.8","3.0","96.7","2.0","61.1","5.0","(X)","(X)","3.9","1.7","96.1","1.7","(X)","(X)"
"1600000US0660102","Redwood City city, California","53474","3591","9528","1598","14603","1694","18499","2298","10844","1899","25767","2390","27707","2229","37132","3196","N","N","7823","1842","N","N","N","N","3860","1788","N","N","10266","2358","31566","3470","1138","667","1718","827","8286","1871","9114","1545","3778","1187","16265","2820","13175","2068","50618","3605","29440","3726","52632","3503","2828","886","49804","3367","144667","16943","(X)","(X)","17.8","2.8","27.3","3.2","34.6","3.2","20.3","3.1","48.2","2.7","51.8","2.7","69.4","4.3","N","N","14.6","3.2","N","N","N","N","7.2","3.3","N","N","19.2","4.4","59.0","4.6","2.1","1.2","3.2","1.5","15.5","3.4","17.0","2.9","7.1","2.2","30.4","4.1","24.6","3.8","94.7","2.2","55.1","5.2","(X)","(X)","5.4","1.6","94.6","1.6","(X)","(X)"
"1600000US0660466","Rialto city, California","61130","3385","20362","2666","15656","2226","16132","2069","8980","1477","28289","2430","32841","2721","35731","3138","N","N","N","N","N","N","N","N","6140","1331","N","N","37115","3433","N","N","3478","898","7386","1786","21268","2780","18001","2536","3477","829","5455","1166","2065","822","50266","3408","7520","1421","61014","3416","5190","1681","55824","4028","73622","6853","(X)","(X)","33.3","3.6","25.6","3.8","26.4","2.9","14.7","2.2","46.3","3.2","53.7","3.2","58.5","4.7","N","N","N","N","N","N","N","N","10.0","2.2","N","N","60.7","5.4","N","N","5.7","1.4","12.1","2.9","34.8","4.3","29.4","3.4","5.7","1.4","8.9","1.9","3.4","1.3","82.2","3.1","12.3","2.3","(X)","(X)","8.5","2.9","91.5","2.9","(X)","(X)"
"1600000US0660620","Richmond city, California","63578","3810","14171","2466","15038","2485","22113","2243","12256","2047","31471","2312","32107","2679","19862","2904","N","N","10373","2530","N","N","N","N","12750","3268","3062","1039","19602","3328","15074","2502","4294","1258","5207","1549","13651","2380","14373","2065","4912","1451","13124","2301","8017","1506","54077","4085","21141","2941","62674","3866","5864","1523","56810","4233","77066","11048","(X)","(X)","22.3","3.6","23.7","3.8","34.8","2.8","19.3","2.9","49.5","2.6","50.5","2.6","31.2","4.0","N","N","16.3","4.0","N","N","N","N","20.1","5.0","4.8","1.6","30.8","5.0","23.7","3.4","6.8","2.0","8.2","2.5","21.5","3.9","22.6","2.8","7.7","2.1","20.6","3.0","12.6","2.2","85.1","3.3","33.3","3.7","(X)","(X)","9.4","2.5","90.6","2.5","(X)","(X)"
"1600000US0662000","Riverside city, California","218142","7159","73591","5045","51053","4691","61500","4429","31998","2725","107857","5199","110285","4747","135520","7631","N","N","17725","2792","N","N","N","N","38026","5864","8638","1779","107065","6486","72375","5572","13429","2132","14997","1802","62890","4902","67274","5174","16108","1899","25683","3346","17761","2249","189716","7810","43444","4025","205296","7656","20568","3347","184728","7981","75420","5744","(X)","(X)","33.7","2.0","23.4","2.1","28.2","1.7","14.7","1.2","49.4","1.6","50.6","1.6","62.1","2.8","N","N","8.1","1.3","N","N","N","N","17.4","2.8","4.0","0.8","49.1","2.9","33.2","2.3","6.2","1.0","6.9","0.8","28.8","2.0","30.8","2.0","7.4","0.8","11.8","1.5","8.1","1.0","87.0","1.4","19.9","1.7","(X)","(X)","10.0","1.6","90.0","1.6","(X)","(X)"
"1600000US0662364","Rocklin city, California","47213","2881","7936","1666","12262","1839","15774","2034","11241","1815","22433","1770","24780","1929","39090","2414","N","N","4011","1376","N","N","N","N","N","N","N","N","4633","1077","35960","2621","527","384","1156","564","7536","1633","10672","1862","5988","1288","14685","1833","6649","1296","45530","2878","21334","1901","46972","2907","2029","820","44943","2790","98746","5492","(X)","(X)","16.8","3.1","26.0","4.2","33.4","3.7","23.8","3.3","47.5","2.5","52.5","2.5","82.8","3.3","N","N","8.5","2.8","N","N","N","N","N","N","N","N","9.8","2.3","76.2","3.4","1.1","0.8","2.4","1.2","16.0","3.0","22.6","3.5","12.7","2.5","31.1","3.9","14.1","2.8","96.4","1.4","45.2","4.3","(X)","(X)","4.3","1.7","95.7","1.7","(X)","(X)"
"1600000US0662938","Roseville city, California","105165","3013","19343","2505","26934","2398","34887","2814","24001","2359","49744","2157","55421","2134","87351","3154","N","N","9228","1785","N","N","N","N","N","N","N","N","14083","2245","76152","3290","2202","727","4330","1098","18357","2354","26483","2368","11532","1829","29916","2647","12345","1851","98633","2885","42261","3065","104695","3013","6310","1633","98385","3621","100767","4563","(X)","(X)","18.4","2.3","25.6","2.5","33.2","2.3","22.8","2.0","47.3","1.5","52.7","1.5","83.1","2.3","N","N","8.8","1.6","N","N","N","N","N","N","N","N","13.4","2.1","72.4","2.6","2.1","0.7","4.1","1.0","17.5","2.1","25.2","2.1","11.0","1.7","28.4","2.6","11.7","1.7","93.8","1.3","40.2","2.9","(X)","(X)","6.0","1.6","94.0","1.6","(X)","(X)"
"1600000US0664000","Sacramento city, California","356660","6267","89957","4956","101532","4666","96347","4933","68824","3962","169215","5482","187445","4165","175814","6558","43490","4272","63244","5743","N","N","6056","1904","41056","5150","23781","3393","86764","5595","138770","5288","14830","2291","20202","2620","84807","5784","93175","5417","27364","3213","78756","5117","37526","3930","321628","6374","116282","5873","349957","6720","42413","5459","307544","8903","71044","3641","(X)","(X)","25.2","1.3","28.5","1.4","27.0","1.2","19.3","1.0","47.4","1.1","52.6","1.1","49.3","1.7","12.2","1.2","17.7","1.5","N","N","1.7","0.5","11.5","1.4","6.7","1.0","24.3","1.5","38.9","1.3","4.2","0.6","5.7","0.7","23.8","1.6","26.1","1.4","7.7","0.9","22.1","1.4","10.5","1.1","90.2","1.0","32.6","1.6","(X)","(X)","12.1","1.6","87.9","1.6","(X)","(X)"
"1600000US0664224","Salinas city, California","64065","4925","19188","2502","17293","2324","17420","2245","10164","1538","32339","2822","31726","2729","26719","3101","N","N","5074","1418","N","N","N","N","27756","4590","N","N","43565","4540","13090","2067","5938","1313","5210","1747","19944","2856","16667","2377","7298","1449","6226","1212","2782","697","52917","4300","9008","1464","63526","4999","6217","1726","57309","4950","82462","4807","(X)","(X)","30.0","3.1","27.0","2.9","27.2","2.8","15.9","2.2","50.5","2.0","49.5","2.0","41.7","4.7","N","N","7.9","2.1","N","N","N","N","43.3","5.5","N","N","68.0","3.9","20.4","3.2","9.3","2.0","8.1","2.5","31.1","3.7","26.0","3.2","11.4","2.0","9.7","1.8","4.3","1.1","82.6","3.2","14.1","2.3","(X)","(X)","9.8","2.7","90.2","2.7","(X)","(X)"
"1600000US0665000","San Bernardino city, California","128261","6224","40216","3786","34104","2979","34383","3155","19558","2809","64414","5197","63847","3481","72874","5387","N","N","5652","1834","N","N","N","N","18192","3641","N","N","70980","5389","23644","3494","7443","1328","16486","2435","43392","3620","36163","3817","8874","2009","11258","2138","4645","1167","104332","6109","15903","2590","119691","6103","19897","3388","99794","6996","50798","3271","(X)","(X)","31.4","2.4","26.6","2.4","26.8","1.8","15.2","2.0","50.2","2.4","49.8","2.4","56.8","3.6","N","N","4.4","1.4","N","N","N","N","14.2","2.8","N","N","55.3","3.9","18.4","2.5","5.8","1.0","12.9","1.9","33.8","2.6","28.2","2.3","6.9","1.5","8.8","1.6","3.6","0.9","81.3","2.0","12.4","1.9","(X)","(X)","16.6","2.9","83.4","2.9","(X)","(X)"
"1600000US0665042","San Buenaventura (Ventura) city, California","83861","2833","16827","2585","21248","2754","26437","3063","19349","2249","39488","2216","44373","2571","72244","2910","N","N","N","N","N","N","N","N","N","N","N","N","25949","3178","51818","4136","1500","773","4592","1479","16755","2184","23072","2731","8577","1612","18835","2005","10530","1818","77769","3165","29365","2788","82836","2971","6543","1526","76293","2971","86718","9298","(X)","(X)","20.1","3.1","25.3","3.5","31.5","3.1","23.1","2.3","47.1","2.3","52.9","2.3","86.1","2.4","N","N","N","N","N","N","N","N","N","N","N","N","30.9","4.1","61.8","3.8","1.8","0.9","5.5","1.8","20.0","2.5","27.5","3.2","10.2","1.8","22.5","2.3","12.6","2.1","92.7","1.9","35.0","3.0","(X)","(X)","7.9","1.8","92.1","1.8","(X)","(X)"
"1600000US0665084","San Clemente city, California","47671","2085","6830","1870","11422","1842","17850","2231","11569","1835","23289","1638","24382","1517","40312","2663","N","N","N","N","N","N","N","N","N","N","N","N","4344","1768","37835","2621","491","375","862","622","7221","1572","9735","1558","3659","1085","14052","1800","11651","2151","46318","2079","25703","2462","47634","2079","2541","904","45093","2116","127556","21038","(X)","(X)","14.3","3.6","24.0","4.2","37.4","4.1","24.3","3.8","48.9","2.5","51.1","2.5","84.6","4.9","N","N","N","N","N","N","N","N","N","N","N","N","9.1","3.6","79.4","4.8","1.0","0.8","1.8","1.3","15.1","3.3","20.4","3.2","7.7","2.1","29.5","4.0","24.4","4.2","97.2","1.5","53.9","5.0","(X)","(X)","5.3","1.9","94.7","1.9","(X)","(X)"
"1600000US0666000","San Diego city, California","1002022","11043","268445","8307","274356","7478","281699","7581","177522","6519","505022","7554","497000","8650","684377","12866","65601","6222","155810","7386","N","N","N","N","40647","5092","44083","4420","242940","9952","501258","12464","31604","3365","37549","3850","173749","7879","246795","9612","72941","5077","269190","9287","170194","7146","932869","12096","439384","11261","973006","12284","93037","6846","879969","12072","88752","2597","(X)","(X)","26.8","0.8","27.4","0.7","28.1","0.7","17.7","0.6","50.4","0.6","49.6","0.6","68.3","1.0","6.5","0.6","15.5","0.7","N","N","N","N","4.1","0.5","4.4","0.4","24.2","0.9","50.0","1.1","3.2","0.3","3.7","0.4","17.3","0.8","24.6","0.9","7.3","0.5","26.9","0.9","17.0","0.7","93.1","0.6","43.8","1.0","(X)","(X)","9.6","0.7","90.4","0.7","(X)","(X)"
"1600000US0667000","San Francisco city, California","662741","7471","137970","3867","204277","4408","186921","2775","133573","1624","333038","4995","329703","4228","321544","5390","39202","1610","227856","5046","N","N","N","N","40643","4053","28074","3504","81665","3588","290914","3580","36013","3368","28587","3325","77367","4895","101579","6634","32500","3080","239581","7599","147114","6653","598141","8234","386695","7955","653111","7627","62323","5294","590788","8438","126548","5235","(X)","(X)","20.8","0.5","30.8","0.5","28.2","0.4","20.2","0.3","50.3","0.4","49.7","0.4","48.5","0.7","5.9","0.2","34.4","0.6","N","N","N","N","6.1","0.6","4.2","0.5","12.3","0.5","43.9","0.5","5.4","0.5","4.3","0.5","11.7","0.7","15.3","0.9","4.9","0.5","36.2","1.1","22.2","1.0","90.3","0.7","58.3","1.2","(X)","(X)","9.5","0.8","90.5","0.8","(X)","(X)"
"1600000US0668000","San Jose city, California","632302","8354","138389","5256","155122","5241","214708","6007","124083","4902","316609","6541","315693","5308","291915","8842","21866","2846","229856","7370","3493","1116","N","N","53788","6285","29717","3892","157921","7867","201891","6935","36031","3821","34003","3386","106434","6941","139895","7145","52185","3894","168424","6681","95330","4819","562268","7820","263754","8597","625106","8321","44130","4450","580976","8811","112903","4322","(X)","(X)","21.9","0.7","24.5","0.8","34.0","0.8","19.6","0.7","50.1","0.7","49.9","0.7","46.2","1.2","3.5","0.4","36.4","1.1","0.6","0.2","N","N","8.5","1.0","4.7","0.6","25.0","1.1","31.9","1.1","5.7","0.6","5.4","0.5","16.8","1.0","22.1","1.1","8.3","0.6","26.6","1.1","15.1","0.8","88.9","0.8","41.7","1.4","(X)","(X)","7.1","0.7","92.9","0.7","(X)","(X)"
"1600000US0668084","San Leandro city, California","61852","3695","11267","2452","16008","2620","22097","2321","12480","2097","30897","2942","30955","2259","23357","3909","7642","2368","22028","3350","N","N","N","N","5521","2164","N","N","12718","3212","N","N","4508","1737","2720","890","11641","2266","13242","2221","4672","1300","16480","2360","8589","1760","54624","3941","25069","3052","61636","3694","4175","1325","57461","4352","99759","12881","(X)","(X)","18.2","3.8","25.9","3.9","35.7","3.4","20.2","3.1","50.0","3.0","50.0","3.0","37.8","5.6","12.4","3.6","35.6","5.0","N","N","N","N","8.9","3.6","N","N","20.6","5.2","N","N","7.3","2.8","4.4","1.4","18.8","3.4","21.4","3.4","7.6","2.0","26.6","3.5","13.9","2.7","88.3","3.0","40.5","4.2","(X)","(X)","6.8","2.3","93.2","2.3","(X)","(X)"
"1600000US0668196","San Marcos city, California","63422","3776","14681","3032","14625","2122","20341","2773","13775","2276","30529","2949","32893","3136","50124","3941","N","N","6061","2051","N","N","N","N","2676","1244","N","N","18717","3197","34842","4464","1645","982","3070","1004","14667","1925","15739","2559","4960","1162","15485","2685","7856","1475","58707","3774","23341","3068","62571","3713","6455","2007","56116","3810","87054","14571","(X)","(X)","23.1","4.2","23.1","3.6","32.1","4.1","21.7","3.2","48.1","3.8","51.9","3.8","79.0","3.9","N","N","9.6","3.2","N","N","N","N","4.2","2.0","N","N","29.5","5.1","54.9","5.7","2.6","1.5","4.8","1.6","23.1","2.8","24.8","3.6","7.8","1.8","24.4","4.0","12.4","2.2","92.6","1.9","36.8","4.4","(X)","(X)","10.3","3.1","89.7","3.1","(X)","(X)"
"1600000US0668252","San Mateo city, California","66089","3562","11613","1878","17636","2568","22454","2025","14386","2241","30817","2502","35272","2385","36731","3093","N","N","16701","2606","N","N","N","N","6111","1947","N","N","11978","2423","31670","2894","1822","670","2579","1109","8499","1546","10445","1572","4468","1080","21542","2159","16734","1985","61688","3300","38276","2684","65768","3570","3520","1182","62248","3539","150302","12272","(X)","(X)","17.6","2.9","26.7","3.6","34.0","2.7","21.8","2.9","46.6","2.5","53.4","2.5","55.6","3.7","N","N","25.3","3.6","N","N","N","N","9.2","2.9","N","N","18.1","3.5","47.9","3.7","2.8","1.0","3.9","1.6","12.9","2.1","15.8","2.3","6.8","1.5","32.6","3.1","25.3","2.8","93.3","2.0","57.9","3.4","(X)","(X)","5.4","1.8","94.6","1.8","(X)","(X)"
"1600000US0668378","San Ramon city, California","46416","2407","7142","1382","9778","1393","21647","1766","7849","1624","24041","1919","22375","1670","22930","2434","N","N","19754","2367","N","N","N","N","N","N","N","N","N","N","21791","2376","281","197","977","400","5121","1127","7218","1977","2805","960","17296","2090","12718","1678","45158","2424","30014","2351","46390","2404","756","520","45634","2380","180513","29193","(X)","(X)","15.4","2.6","21.1","3.1","46.6","3.6","16.9","3.2","51.8","2.9","48.2","2.9","49.4","4.5","N","N","42.6","4.8","N","N","N","N","N","N","N","N","N","N","46.9","4.4","0.6","0.4","2.1","0.9","11.0","2.4","15.6","3.9","6.0","2.0","37.3","4.4","27.4","3.6","97.3","1.0","64.7","4.8","(X)","(X)","1.6","1.1","98.4","1.1","(X)","(X)"
"1600000US0669000","Santa Ana city, California","180634","6083","53490","4017","53153","4767","44822","2893","29169","2889","91021","4354","89613","3995","61034","5429","N","N","26369","4138","N","N","N","N","85839","6310","3678","1372","125042","6198","25027","3446","22305","2486","25806","3010","45698","3900","44459","3274","9243","1580","23536","2697","9587","1597","132523","5345","33123","3320","177768","6087","16410","3090","161358","6549","75120","5652","(X)","(X)","29.6","2.1","29.4","2.3","24.8","1.3","16.1","1.6","50.4","1.6","49.6","1.6","33.8","2.9","N","N","14.6","2.1","N","N","N","N","47.5","3.1","2.0","0.8","69.2","2.9","13.9","1.8","12.3","1.4","14.3","1.5","25.3","1.9","24.6","1.8","5.1","0.9","13.0","1.4","5.3","0.9","73.4","1.6","18.3","1.7","(X)","(X)","9.2","1.7","90.8","1.7","(X)","(X)"
"1600000US0669070","Santa Barbara city, California","62454","3998","15331","2865","13638","1979","17233","1865","16252","2240","30246","2581","32208","3026","52475","3687","N","N","N","N","N","N","N","N","5474","2174","N","N","15705","3000","42707","3460","1745","963","2473","958","6994","1658","12571","2347","4797","1306","21673","2828","12201","2017","58236","4034","33874","3437","62003","3984","5946","1432","56057","4042","85058","12109","(X)","(X)","24.5","4.3","21.8","2.8","27.6","2.7","26.0","3.1","48.4","3.1","51.6","3.1","84.0","3.7","N","N","N","N","N","N","N","N","8.8","3.3","N","N","25.1","4.3","68.4","4.1","2.8","1.5","4.0","1.5","11.2","2.5","20.1","3.5","7.7","1.9","34.7","4.4","19.5","2.8","93.2","2.1","54.2","4.6","(X)","(X)","9.6","2.3","90.4","2.3","(X)","(X)"
"1600000US0669084","Santa Clara city, California","74953","3786","20927","3084","16832","2545","25915","2668","11279","1977","40002","2659","34951","2581","33006","3868","N","N","26948","3001","N","N","N","N","6270","2490","3717","1353","12286","2728","27610","3538","910","630","2766","990","14180","2526","15446","2572","5804","1668","21322","2683","14525","2352","71277","3808","35847","3336","69838","3802","2744","1024","67094","3845","133955","18969","(X)","(X)","27.9","3.5","22.5","3.5","34.6","2.9","15.0","2.6","53.4","2.4","46.6","2.4","44.0","5.0","N","N","36.0","3.7","N","N","N","N","8.4","3.2","5.0","1.8","16.4","3.4","36.8","4.7","1.2","0.9","3.7","1.3","18.9","3.1","20.6","3.1","7.7","2.2","28.4","3.5","19.4","3.1","95.1","1.5","47.8","4.3","(X)","(X)","3.9","1.5","96.1","1.5","(X)","(X)"
"1600000US0669088","Santa Clarita city, California","145204","4874","27386","3322","33502","2797","56813","3313","27503","2778","73615","2952","71589","3360","109010","5155","7432","2436","14353","2623","N","N","N","N","8578","1761","N","N","40860","4750","78327","4713","3737","1416","6932","1439","28744","3068","41602","3787","14410","1732","33820","2678","15959","1875","134535","4502","49779","3315","143850","4973","9026","2053","134824","5014","102008","4906","(X)","(X)","18.9","2.0","23.1","2.1","39.1","1.9","18.9","1.7","50.7","1.4","49.3","1.4","75.1","2.7","5.1","1.6","9.9","1.8","N","N","N","N","5.9","1.2","N","N","28.1","3.0","53.9","3.0","2.6","1.0","4.8","0.9","19.8","2.0","28.7","2.4","9.9","1.2","23.3","1.8","11.0","1.3","92.7","1.4","34.3","2.2","(X)","(X)","6.3","1.4","93.7","1.4","(X)","(X)"
"1600000US0669112","Santa Cruz city, California","49912","2235","23932","2229","9091","1580","10556","1750","6333","1095","24164","1578","25748","1860","37890","2332","N","N","N","N","N","N","N","N","N","N","N","N","9684","1633","32079","2346","223","239","554","326","7981","1767","15956","2205","4032","856","12750","2178","8416","1356","49135","2206","21166","2405","41067","2413","7771","2256","33296","3001","89080","17654","(X)","(X)","47.9","4.0","18.2","3.1","21.1","3.2","12.7","2.1","48.4","2.6","51.6","2.6","75.9","2.8","N","N","N","N","N","N","N","N","N","N","N","N","19.4","3.1","64.3","3.6","0.4","0.5","1.1","0.6","16.0","3.5","32.0","4.1","8.1","1.7","25.5","4.1","16.9","2.7","98.4","0.8","42.4","4.5","(X)","(X)","18.9","5.4","81.1","5.4","(X)","(X)"
"1600000US0669196","Santa Maria city, California","45176","4627","13112","2119","11824","2394","9902","1803","10338","1683","20462","3285","24714","2730","36088","3516","N","N","2106","877","N","N","N","N","3803","1623","N","N","28677","3797","N","N","3823","923","3759","1153","13322","2451","13857","2386","2803","842","5176","1500","2436","739","37594","4076","7612","1739","44798","4592","4305","1495","40493","4086","72025","6566","(X)","(X)","29.0","3.5","26.2","4.2","21.9","3.1","22.9","3.6","45.3","4.4","54.7","4.4","79.9","4.0","N","N","4.7","1.8","N","N","N","N","8.4","3.3","N","N","63.5","5.5","N","N","8.5","2.1","8.3","2.2","29.5","4.5","30.7","4.1","6.2","1.9","11.5","3.0","5.4","1.5","83.2","2.8","16.8","3.3","(X)","(X)","9.6","3.0","90.4","3.0","(X)","(X)"
"1600000US0670000","Santa Monica city, California","72862","2911","12456","2604","19675","2575","22215","2133","18516","2572","36004","2862","36858","2336","59115","3204","N","N","6682","1825","N","N","N","N","N","N","N","N","10630","2093","51127","3519","2431","1321","770","448","8591","1907","10933","2528","3697","1015","28446","3555","17994","2255","69661","3073","46440","3694","72112","2884","8392","2149","63720","2774","95574","13662","(X)","(X)","17.1","3.3","27.0","3.7","30.5","2.9","25.4","3.2","49.4","3.0","50.6","3.0","81.1","3.2","N","N","9.2","2.4","N","N","N","N","N","N","N","N","14.6","2.9","70.2","3.7","3.3","1.8","1.1","0.6","11.8","2.6","15.0","3.4","5.1","1.4","39.0","4.3","24.7","3.2","95.6","1.9","63.7","4.4","(X)","(X)","11.6","2.8","88.4","2.8","(X)","(X)"
